Branch,Date,Quantity
BLR,2021-03-22,465.0
BLR,2021-03-29,280.0
BLR,2021-04-05,953.0
BLR,2021-04-12,825.0
BLR,2021-04-19,285.0
BLR,2021-04-26,172.0
BLR,2021-05-03,22.0
BLR,2021-05-10,8.0
BLR,2021-05-17,12.0
BLR,2021-05-24,146.0
BLR,2021-05-31,204.5
BLR,2021-06-07,51.0
BLR,2021-06-14,26.0
BLR,2021-06-21,242.5
BLR,2021-06-28,278.0
BLR,2021-07-05,128.0
BLR,2021-07-12,134.0
BLR,2021-07-19,250.0
BLR,2021-07-26,495.0
BLR,2021-08-02,61.0
BLR,2021-08-09,80.5
BLR,2021-08-16,180.0
BLR,2021-08-23,472.0
BLR,2021-08-30,246.0
BLR,2021-09-06,110.0
BLR,2021-09-13,552.5
BLR,2021-09-20,329.5
BLR,2021-09-27,1121.5
BLR,2021-10-04,152.0
BLR,2021-10-11,153.5
BLR,2021-10-18,198.0
BLR,2021-10-25,805.0
BLR,2021-11-01,19.0
BLR,2021-11-08,62.0
BLR,2021-11-15,295.0
BLR,2021-11-22,442.5
BLR,2021-11-29,894.5
BLR,2021-12-06,311.5
BLR,2021-12-13,352.5
BLR,2021-12-20,1133.0
BLR,2021-12-27,1553.5
BLR,2022-01-03,189.5
BLR,2022-01-10,109.0
BLR,2022-01-17,367.0
BLR,2022-01-24,496.0
BLR,2022-01-31,737.0
BLR,2022-02-07,140.5
BLR,2022-02-14,451.5
BLR,2022-02-21,1439.0
BLR,2022-02-28,1665.0
BLR,2022-03-07,779.0
BLR,2022-03-14,1633.5
BLR,2022-03-21,3251.5
BLR,2022-03-28,2.0
BLR,2022-04-04,477.0
BLR,2022-04-11,281.0
BLR,2022-04-18,776.0
BLR,2022-04-25,1007.0
BLR,2022-05-02,315.0
BLR,2022-05-09,871.0
BLR,2022-05-16,588.0
BLR,2022-05-23,542.5
BLR,2022-05-30,484.0
BLR,2022-06-06,97.5
BLR,2022-06-13,256.5
BLR,2022-06-20,397.5
BLR,2022-06-27,917.5
BLR,2022-07-04,57.0
BLR,2022-07-11,144.0
BLR,2022-07-18,102.5
BLR,2022-07-25,1142.0
BLR,2022-08-01,12.0
BLR,2022-08-08,149.0
BLR,2022-08-15,85.0
BLR,2022-08-22,375.5
BLR,2022-08-29,421.0
BLR,2022-09-05,31.5
BLR,2022-09-12,313.0
BLR,2022-09-19,462.0
BLR,2022-09-26,1198.5
BLR,2022-10-03,20.0
BLR,2022-10-10,222.5
BLR,2022-10-17,244.5
BLR,2022-10-24,502.5
BLR,2022-10-31,616.0
BLR,2022-11-07,134.5
BLR,2022-11-14,72.0
BLR,2022-11-21,663.0
BLR,2022-11-28,1092.5
BLR,2022-12-05,108.5
BLR,2022-12-12,210.5
BLR,2022-12-19,737.5
BLR,2022-12-26,2423.5
BLR,2023-01-02,96.5
BLR,2023-01-09,751.0
BLR,2023-01-16,647.5
BLR,2023-01-23,943.5
BLR,2023-01-30,764.5
BLR,2023-02-06,243.0
BLR,2023-02-13,704.0
BLR,2023-02-20,678.5
BLR,2023-02-27,2378.0
BLR,2023-03-06,429.5
BLR,2023-03-13,611.5
BLR,2023-03-20,1324.5
BLR,2023-03-27,1556.0
BLR,2023-04-03,12.5
BLR,2023-04-10,204.5
BLR,2023-04-17,820.0
BLR,2023-04-24,2082.0
BLR,2023-05-01,182.5
BLR,2023-05-08,208.0
BLR,2023-05-15,401.0
BLR,2023-05-22,799.0
BLR,2023-05-29,1033.5
BLR,2023-06-05,208.0
BLR,2023-06-12,403.5
BLR,2023-06-19,499.5
BLR,2023-06-26,769.5
BLR,2023-07-03,67.0
BLR,2023-07-10,67.0
BLR,2023-07-17,208.0
BLR,2023-07-24,543.5
BLR,2023-07-31,527.0
BLR,2023-08-07,113.5
BLR,2023-08-14,463.5
BLR,2023-08-21,534.0
BLR,2023-08-28,1054.0
BLR,2023-09-04,505.0
BLR,2023-09-11,521.0
BLR,2023-09-18,468.0
BLR,2023-09-25,1347.0
BLR,2023-10-02,146.5
BLR,2023-10-09,306.5
BLR,2023-10-16,455.5
BLR,2023-10-23,622.0
BLR,2023-10-30,753.5
BLR,2023-11-06,313.0
BLR,2023-11-13,223.0
BLR,2023-11-20,514.0
BLR,2023-11-27,1558.5
BLR,2023-12-04,103.0
BLR,2023-12-11,453.0
BLR,2023-12-18,421.0
BLR,2023-12-25,2307.0
BLR,2024-01-01,177.0
BLR,2024-01-08,764.5
BLR,2024-01-15,745.0
BLR,2024-01-22,541.5
BLR,2024-01-29,2129.5
BLR,2024-02-05,271.0
BLR,2024-02-12,375.5
BLR,2024-02-19,1374.5
BLR,2024-02-26,2008.5
BLR,2024-03-04,373.0
BLR,2024-03-11,1360.0
BLR,2024-03-18,2700.0
BLR,2024-03-25,3091.5
