Date,Item Code,Branch,Star Rating,Segment,Quantity,Tonnage,Region
2019-10-19,RKL35TV16X,MAA,3 Star,Inv,2.0,1.0,South
2019-10-19,RL35TV16W1,MAA,3 Star,Non Inv,3.0,1.0,South
2019-10-18,RKL60TV16U,SBD1,3 Star,Inv,1.0,1.8,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,6.0,1.5,South
2019-10-18,RQ60TV16U2,SBD1,2 Star,Non Inv,1.0,1.8,South
2019-10-18,RKG60TV16U,SBD,5 Star,Inv,7.0,1.8,South
2019-10-18,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-18,RKG50TV16U,SBD,5 Star,Inv,5.0,1.5,South
2019-10-18,RQ60TV16U2,SBD,2 Star,Non Inv,10.0,1.8,South
2019-10-18,RKG35TV16W,MAA,5 Star,Inv,2.0,1.0,South
2019-10-18,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-18,RKL35TV16X,BLR,3 Star,Inv,10.0,1.0,South
2019-10-18,RKG60TV16U,BLR,5 Star,Inv,5.0,1.8,South
2019-10-18,RKP60TV16U,BLR,4 Star,Inv,5.0,1.8,South
2019-10-18,RKL71TV16T,BLR,3 Star,Inv,5.0,2.2,South
2019-10-18,RKL60TV16U,BLR,3 Star,Inv,5.0,1.8,South
2019-10-18,RL50TV16V3,SBD1,3 Star,Non Inv,6.0,1.5,South
2019-10-18,RL35TV16W1,SBD1,3 Star,Non Inv,3.0,1.0,South
2019-10-18,RQ60TV16U2,SBD1,2 Star,Non Inv,1.0,1.8,South
2019-10-18,RKG60TV16U,SBD,5 Star,Inv,1.0,1.8,South
2019-10-18,RKJ50TV16U,SBD,5 Star,Inv,1.0,1.5,South
2019-10-18,RKL35TV16X,BLR,3 Star,Inv,15.0,1.0,South
2019-10-18,RKG35TV16W,BLR,5 Star,Inv,10.0,1.0,South
2019-10-18,RKL35TV16X,BLR,3 Star,Inv,10.0,1.0,South
2019-10-18,RKL50TV16V,BLR,3 Star,Inv,10.0,1.5,South
2019-10-18,RL50TV16U2,BLR,3 Star,Non Inv,15.0,1.5,South
2019-10-18,RKG50TV16U,BLR,5 Star,Inv,15.0,1.5,South
2019-10-18,RKG35TV16W,BLR,5 Star,Inv,5.0,1.0,South
2019-10-18,RKG35TV16W,BLR,5 Star,Inv,3.0,1.0,South
2019-10-18,RKG60TV16U,BLR,5 Star,Inv,1.0,1.8,South
2019-10-18,RKL71TV16T,BLR,3 Star,Inv,10.0,2.2,South
2019-10-18,RL50TV16U2,BLR,3 Star,Non Inv,2.0,1.5,South
2019-10-18,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,4.0,1.5,South
2019-10-18,RKG50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2019-10-18,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,6.0,1.5,South
2019-10-18,RKL35TV16X,MAA,3 Star,Inv,3.0,1.0,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,3.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,3.0,1.5,South
2019-10-18,RKG35TV16W,MAA,5 Star,Inv,3.0,1.0,South
2019-10-18,RKG50TV16U,MAA,5 Star,Inv,3.0,1.5,South
2019-10-18,RKL71TV16T,MAA,3 Star,Inv,3.0,2.2,South
2019-10-18,RKJ50TV16U,BLR,5 Star,Inv,5.0,1.5,South
2019-10-18,RKP60TV16U,SBD,4 Star,Inv,6.0,1.8,South
2019-10-18,RL50TV16V3B,SBD,3 Star,Non Inv,6.0,1.5,South
2019-10-18,RKP35TV16W,MAA,4 Star,Inv,2.0,1.0,South
2019-10-18,RKLG50TV16V,MAA,3 Star,Inv,3.0,1.5,South
2019-10-18,RKG35TV16W,COK,5 Star,Inv,4.0,1.0,South
2019-10-18,RKG60TV16U,COK,5 Star,Inv,1.0,1.8,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,4.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-18,RKL35TV16X,MAA,3 Star,Inv,1.0,1.0,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-18,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2019-10-18,RKJ50TV16U,MAA,5 Star,Inv,5.0,1.5,South
2019-10-18,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2019-10-18,RKG60TV16U,SBD,5 Star,Inv,1.0,1.8,South
2019-10-18,RKL35TV16X,SBD,3 Star,Inv,1.0,1.0,South
2019-10-18,RKL35TV16X,MAA,3 Star,Inv,2.0,1.0,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,4.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,1.0,1.5,South
2019-10-18,RKL35TV16X,MAA,3 Star,Inv,2.0,1.0,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,5.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,9.0,1.5,South
2019-10-18,RKL50TV16U,SBD,3 Star,Inv,6.0,1.5,South
2019-10-18,RKG50TV16U,SBD,5 Star,Inv,8.0,1.5,South
2019-10-18,RKJ50TV16U,SBD,5 Star,Inv,1.0,1.5,South
2019-10-18,RKL35TV16X,SBD,3 Star,Inv,2.0,1.0,South
2019-10-18,RKL35TV16W,SBD,3 Star,Inv,2.0,1.0,South
2019-10-18,RKG50TV16U,SBD,5 Star,Inv,3.0,1.5,South
2019-10-18,RKF50TV16U,SBD,5 Star,Inv,2.0,1.5,South
2019-10-18,RKL60TV16U,SBD,3 Star,Inv,1.0,1.8,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,2.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,8.0,1.5,South
2019-10-18,RKJ50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-18,RKL60TV16U,SBD1,3 Star,Inv,1.0,1.8,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,3.0,1.5,South
2019-10-18,RKL35TV16X,SBD1,3 Star,Inv,1.0,1.0,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,10.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-18,RKJ50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2019-10-18,RL28TV16X2,SBD1,3 Star,Non Inv,4.0,0.8,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,5.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,15.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2019-10-18,RKJ50TV16U,SBD1,5 Star,Inv,4.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,15.0,1.5,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,3.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,10.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,10.0,1.5,South
2019-10-18,RKJ50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,5.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,5.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2019-10-18,RKL71TV16T,SBD1,3 Star,Inv,1.0,2.2,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,10.0,1.5,South
2019-10-18,RKL71TV16T,SBD1,3 Star,Inv,2.0,2.2,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,3.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,5.0,1.5,South
2019-10-18,RKG60TV16U,SBD1,5 Star,Inv,1.0,1.8,South
2019-10-18,RKF50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2019-10-18,RKJ50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2019-10-18,RKL50TV16U,SBD1,3 Star,Inv,10.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,10.0,1.5,South
2019-10-18,RKG50TV16U,SBD,5 Star,Inv,20.0,1.5,South
2019-10-18,RL50TV16U2,SBD1,3 Star,Non Inv,5.0,1.5,South
2019-10-18,RKL50TV16V,SBD1,3 Star,Inv,5.0,1.5,South
2019-10-18,RKG50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2019-10-18,RKL60TV16U,SBD,3 Star,Inv,5.0,1.8,South
2019-10-18,RKL50TV16V,SBD,3 Star,Inv,3.0,1.5,South
2019-10-18,RL35TV16W1,SBD,3 Star,Non Inv,2.0,1.0,South
2019-10-18,RKL60TV16U,COK,3 Star,Inv,1.0,1.8,South
2019-10-18,RKL71TV16T,COK,3 Star,Inv,1.0,2.2,South
2019-10-18,RKL60TV16U,BLR,3 Star,Inv,3.0,1.8,South
2019-10-18,RKL50TV16V,BLR,3 Star,Inv,1.0,1.5,South
2019-10-18,RKG35TV16W,BLR,5 Star,Inv,4.0,1.0,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,7.0,1.5,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,3.0,1.5,South
2019-10-18,RKL35TV16X,MAA,3 Star,Inv,2.0,1.0,South
2019-10-18,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-18,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-18,RKL60TV16U,BLR,3 Star,Inv,4.0,1.8,South
2019-10-17,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-17,RKL35TV16X,BLR,3 Star,Inv,1.0,1.0,South
2019-10-17,RL50TV16V3B,BLR,3 Star,Non Inv,5.0,1.5,South
2019-10-17,RQ50TV16U3B,COK,2 Star,Non Inv,0.5,1.5,South
2019-10-17,RKG60TV16U,BLR,5 Star,Inv,1.0,1.8,South
2019-10-17,RKL50TV16V,BLR,3 Star,Inv,2.0,1.5,South
2019-10-17,RQ50TV16U3B,MAA,2 Star,Non Inv,0.5,1.5,South
2019-10-17,RKL71TV16T,COK,3 Star,Inv,1.0,2.2,South
2019-10-17,RL35TV16W1,BLR,3 Star,Non Inv,22.0,1.0,South
2019-10-17,RKJ35TV16U,SBD,5 Star,Inv,1.0,1.0,South
2019-10-17,RKJ50TV16U,SBD,5 Star,Inv,2.0,1.5,South
2019-10-17,RKL60TV16U,SBD,3 Star,Inv,10.0,1.8,South
2019-10-17,RKL60TV16U,SBD,3 Star,Inv,15.0,1.8,South
2019-10-17,RKL60TV16U,SBD,3 Star,Inv,25.0,1.8,South
2019-10-17,RKG60TV16U,MAA,5 Star,Inv,1.0,1.8,South
2019-10-17,RKG50TV16U,MAA,5 Star,Inv,3.0,1.5,South
2019-10-17,RKL50TV16V,MAA,3 Star,Inv,3.0,1.5,South
2019-10-17,RKG50TV16U,BLR,5 Star,Inv,0.5,1.5,South
2019-10-17,RL35TV16W1,COK,3 Star,Non Inv,3.0,1.0,South
2019-10-17,RL50TV16U2,SBD1,3 Star,Non Inv,2.0,1.5,South
2019-10-17,RL35TV16W1,SBD1,3 Star,Non Inv,1.0,1.0,South
2019-10-17,RKG50TV16U,BLR,5 Star,Inv,10.0,1.5,South
2019-10-17,RKL71TV16T,BLR,3 Star,Inv,2.0,2.2,South
2019-10-17,RKL35TV16X,BLR,3 Star,Inv,1.0,1.0,South
2019-10-17,RKL50TV16V,BLR,3 Star,Inv,1.0,1.5,South
2019-10-17,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
2019-10-17,RKL60TV16U,SBD,3 Star,Inv,2.0,1.8,South
2019-10-17,RKL71TV16T,SBD,3 Star,Inv,2.0,2.2,South
2019-10-17,RKG60TV16U,SBD,5 Star,Inv,1.0,1.8,South
2019-10-17,RKL71TV16T,COK,3 Star,Inv,11.0,2.2,South
2019-10-17,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
2019-10-17,RL50TV16U2,SBD1,3 Star,Non Inv,8.0,1.5,South
2019-10-17,RQ60TV16U2,SBD1,2 Star,Non Inv,2.0,1.8,South
2019-10-17,RKL50TV16V,COK,3 Star,Inv,3.0,1.5,South
2019-10-17,RQ60TV16U2B,MAA,2 Star,Non Inv,1.0,1.8,South
2019-10-17,RKF35TV16U,MAA,5 Star,Inv,1.0,1.0,South
2019-10-17,RL50TV16U2,COK,3 Star,Non Inv,3.0,1.5,South
2019-10-17,RL35TV16W1,COK,3 Star,Non Inv,2.0,1.0,South
2019-10-17,RL35TV16W1,COK,3 Star,Non Inv,3.0,1.0,South
2019-10-17,RKG50TV16U,BLR,5 Star,Inv,2.0,1.5,South
2019-10-17,RKG50TV16U,BLR,5 Star,Inv,1.0,1.5,South
2019-10-17,RKR50TV16U,COK,5 Star,Inv,1.0,1.5,South
2019-10-16,RQ60TV16U2B,MAA,2 Star,Non Inv,6.0,1.8,South
2019-10-16,RL28TV16X2,MAA,3 Star,Non Inv,2.0,0.8,South
2019-10-16,RKG50TV16U,SBD,5 Star,Inv,2.0,1.5,South
2019-10-16,RL35TV16W1,SBD,3 Star,Non Inv,1.0,1.0,South
2019-10-16,RKL60TV16U,MAA,3 Star,Inv,5.0,1.8,South
2019-10-16,RKL60TV16U,MAA,3 Star,Inv,2.0,1.8,South
2019-10-16,RKL60TV16U,MAA,3 Star,Inv,1.0,1.8,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,5.0,1.5,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2019-10-16,RL28TV16X2,MAA,3 Star,Non Inv,2.0,0.8,South
2019-10-16,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-16,RKG35TV16W,SBD,5 Star,Inv,1.0,1.0,South
2019-10-16,RKG50TV16U,SBD,5 Star,Inv,5.0,1.5,South
2019-10-16,RQ60TV16U2,SBD,2 Star,Non Inv,5.0,1.8,South
2019-10-16,RL50TV16U2,SBD,3 Star,Non Inv,5.0,1.5,South
2019-10-16,RKJ50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-16,RKJ50TV16U,SBD,5 Star,Inv,1.0,1.5,South
2019-10-16,RKL60TV16U,MAA,3 Star,Inv,1.0,1.8,South
2019-10-16,RKL60TV16U,MAA,3 Star,Inv,3.0,1.8,South
2019-10-16,RKG35TV16W,BLR,5 Star,Inv,1.5,1.0,South
2019-10-16,RKL50TV16V,SBD,3 Star,Inv,11.0,1.5,South
2019-10-16,RKL35TV16X,BLR,3 Star,Inv,2.0,1.0,South
2019-10-16,RKL50TV16V,BLR,3 Star,Inv,2.0,1.5,South
2019-10-16,RKL50TV16V,MAA,3 Star,Inv,4.0,1.5,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-16,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,4.0,1.0,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-16,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
2019-10-16,RKL35TV16W,MAA,3 Star,Inv,1.0,1.0,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-16,RLG28TV16X2,MAA,3 Star,Non Inv,2.0,0.8,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,5.0,1.5,South
2019-10-16,RQ60TV16U2B,MAA,2 Star,Non Inv,2.0,1.8,South
2019-10-16,RKL35TV16X,BLR,3 Star,Inv,2.0,1.0,South
2019-10-16,RKL35TV16X,BLR,3 Star,Inv,1.0,1.0,South
2019-10-16,RKL50TV16V,BLR,3 Star,Inv,1.0,1.5,South
2019-10-16,RKL50TV16U,MAA,3 Star,Inv,1.0,1.5,South
2019-10-16,RQ90ARV16,MAA,2 Star,Non Inv,3.0,2.2,South
2019-10-16,RL28TV16X2,SBD,3 Star,Non Inv,20.0,0.8,South
2019-10-16,RQ60TV16U2,SBD,2 Star,Non Inv,20.0,1.8,South
2019-10-16,RL35TV16W1,MAA,3 Star,Non Inv,10.0,1.0,South
2019-10-16,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
2019-10-16,RL50TV16U2,COK,3 Star,Non Inv,2.0,1.5,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,7.0,1.5,South
2019-10-16,RKL35TV16X,MAA,3 Star,Inv,1.0,1.0,South
2019-10-16,RKL50TV16V,MAA,3 Star,Inv,3.0,1.5,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-16,RL50TV16U2,MAA,3 Star,Non Inv,3.0,1.5,South
2019-10-16,RL28TV16X2,COK,3 Star,Non Inv,1.0,0.8,South
2019-10-15,RKL50TV16V,SBD,3 Star,Inv,4.0,1.5,South
2019-10-15,RL28TV16X2,MAA,3 Star,Non Inv,5.0,0.8,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,7.0,1.5,South
2019-10-15,RKL71TV16T,BLR,3 Star,Inv,4.0,2.2,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,6.0,1.5,South
2019-10-15,RKG60TV16U,MAA,5 Star,Inv,5.0,1.8,South
2019-10-15,RKL35TV16X,SBD,3 Star,Inv,0.5,1.0,South
2019-10-15,RKF50TV16U,BLR,5 Star,Inv,1.0,1.5,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,3.0,1.5,South
2019-10-15,RKJ50TV16U,SBD,5 Star,Inv,3.0,1.5,South
2019-10-15,RKJ60TV16U,SBD,5 Star,Inv,2.0,1.8,South
2019-10-15,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
2019-10-15,RKL50TV16V,SBD,3 Star,Inv,2.0,1.5,South
2019-10-15,RKL50TV16U,SBD1,3 Star,Inv,5.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-15,RL35TV16W1,BLR,3 Star,Non Inv,3.0,1.0,South
2019-10-15,RKJ60TV16U,BLR,5 Star,Inv,5.0,1.8,South
2019-10-15,RKJ35TV16U,BLR,5 Star,Inv,2.0,1.0,South
2019-10-15,RKL35TV16X,SBD,3 Star,Inv,2.0,1.0,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,4.0,1.5,South
2019-10-15,RL35TV16W1,BLR,3 Star,Non Inv,1.0,1.0,South
2019-10-15,RL50TV16U2,BLR,3 Star,Non Inv,0.5,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,6.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,3.0,1.5,South
2019-10-15,RKG50TV16U,MAA,5 Star,Inv,2.0,1.5,South
2019-10-15,RKL35TV16X,MAA,3 Star,Inv,1.0,1.0,South
2019-10-15,RKL35TV16X,MAA,3 Star,Inv,2.0,1.0,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-15,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
2019-10-15,RKJ50TV16U,SBD,5 Star,Inv,1.0,1.5,South
2019-10-15,RL50TV16V3,SBD,3 Star,Non Inv,1.0,1.5,South
2019-10-15,RKL35TV16X,BLR,3 Star,Inv,1.0,1.0,South
2019-10-15,RKL50TV16V,BLR,3 Star,Inv,5.0,1.5,South
2019-10-15,RKJ35TV16U,BLR,5 Star,Inv,4.0,1.0,South
2019-10-15,RL50TV16U2,SBD,3 Star,Non Inv,13.0,1.5,South
2019-10-15,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,2.0,1.5,South
2019-10-15,RKG60TV16U,MAA,5 Star,Inv,1.0,1.8,South
2019-10-15,RL35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
2019-10-15,RKL60TV16U,COK,3 Star,Inv,1.0,1.8,South
2019-10-15,RKL71TV16T,COK,3 Star,Inv,1.0,2.2,South
2019-10-15,RKG50TV16U,COK,5 Star,Inv,3.0,1.5,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-15,RL50TV16U2,MAA,3 Star,Non Inv,3.0,1.5,South
2019-10-15,RKL71TV16T,MAA,3 Star,Inv,4.0,2.2,South
2019-10-15,RL35TV16W1,MAA,3 Star,Non Inv,4.0,1.0,South
2019-10-15,RKL60TV16U,COK,3 Star,Inv,1.0,1.8,South
2019-10-15,RKG60TV16U,SBD,5 Star,Inv,6.0,1.8,South
2019-10-15,RQ60TV16U2,SBD,2 Star,Non Inv,4.0,1.8,South
2019-10-15,RL50TV16V3B,SBD,3 Star,Non Inv,5.0,1.5,South
2019-10-15,RQ60TV16U2B,SBD,2 Star,Non Inv,1.0,1.8,South
2019-10-15,RKL50TV16V,MAA,3 Star,Inv,6.0,1.5,South
2019-10-15,RKL50TV16V,SBD,3 Star,Inv,8.0,1.5,South
2019-10-15,RKL50TV16V,SBD,3 Star,Inv,15.0,1.5,South
2019-10-15,RKL60TV16U,SBD,3 Star,Inv,5.0,1.8,South
2019-10-15,RKL35TV16X,MAA,3 Star,Inv,0.5,1.0,South
2019-10-15,RL28TV16X2,COK,3 Star,Non Inv,1.0,0.8,South
2019-10-15,RKL50TV16V,BLR,3 Star,Inv,42.0,1.5,South
2019-10-14,RQ60TV16U2,MAA,2 Star,Non Inv,11.0,1.8,South
2019-10-14,RKG50TV16U,MAA,5 Star,Inv,3.0,1.5,South
2019-10-14,RKG50TV16U,MAA,5 Star,Inv,3.0,1.5,South
2019-10-14,RKF50TV16U,BLR,5 Star,Inv,1.0,1.5,South
2019-10-14,RQ60TV16U2,SBD1,2 Star,Non Inv,2.0,1.8,South
2019-10-14,RKL71TV16T,SBD,3 Star,Inv,1.0,2.2,South
2019-10-14,RKL50TV16V,COK,3 Star,Inv,2.0,1.5,South
2019-10-14,RL35TV16W1,COK,3 Star,Non Inv,1.0,1.0,South
2019-10-14,RL35TV16W1,MAA,3 Star,Non Inv,4.0,1.0,South
2019-10-14,RL35TV16W1,MAA,3 Star,Non Inv,20.0,1.0,South
2019-10-14,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
2019-10-14,RL50TV16U2,MAA,3 Star,Non Inv,37.0,1.5,South
2019-10-14,RKG60TV16U,SBD1,5 Star,Inv,6.0,1.8,South
2019-10-14,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2019-10-14,RQ60TV16U2,MAA,2 Star,Non Inv,4.0,1.8,South
2019-10-14,RKL71TV16T,COK,3 Star,Inv,5.0,2.2,South
2019-10-14,RL28TV16X2,MAA,3 Star,Non Inv,10.0,0.8,South
2019-10-14,RKL60TV16U,MAA,3 Star,Inv,5.0,1.8,South
2019-10-14,RL50TV16U2,MAA,3 Star,Non Inv,5.0,1.5,South
2019-10-14,RQ60TV16U2,MAA,2 Star,Non Inv,3.0,1.8,South
2019-10-14,RKL71TV16T,MAA,3 Star,Inv,2.0,2.2,South
2019-10-14,RL50TV16U2,MAA,3 Star,Non Inv,2.0,1.5,South
2019-10-14,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
2019-10-14,RKL71TV16T,MAA,3 Star,Inv,2.0,2.2,South
2019-10-14,RL50TV16U2,MAA,3 Star,Non Inv,4.0,1.5,South
2019-10-14,RL50TV16U2,SBD1,3 Star,Non Inv,3.0,1.5,South
2019-10-14,RKJ50TV16U,SBD1,5 Star,Inv,4.0,1.5,South
2019-10-14,RL50TV16U2,SBD1,3 Star,Non Inv,3.0,1.5,South
2019-10-14,RKG50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
2019-10-14,RKJ50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-14,RKJ50TV16U,SBD1,5 Star,Inv,4.0,1.5,South
2019-10-14,RKG50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-14,RKJ50TV16U,SBD1,5 Star,Inv,10.0,1.5,South
2019-10-14,RKG50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
2019-10-14,RKJ50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
2019-10-14,RKL50TV16U,SBD,3 Star,Inv,4.0,1.5,South
2019-10-14,RKG60TV16U,SBD1,5 Star,Inv,1.0,1.8,South
2019-10-14,RQ60TV16U2,SBD1,2 Star,Non Inv,5.0,1.8,South
2019-10-14,RKP60TV16U,SBD,4 Star,Inv,1.0,1.8,South
2019-10-14,RKL50TV16V,SBD1,3 Star,Inv,3.0,1.5,South
2019-10-14,RKL50TV16V,SBD1,3 Star,Inv,7.0,1.5,South
2019-10-14,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
2019-10-14,RKJ35TV16U,COK,5 Star,Inv,1.0,1.0,South
2019-10-14,RL35TV16W1,COK,3 Star,Non Inv,1.0,1.0,South
2019-10-14,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
2019-10-12,RL28TV16X2,SBD,3 Star,Non Inv,6.0,0.8,South
2019-10-12,RL35TV16W1,SBD,3 Star,Non Inv,6.0,1.0,South
2019-10-12,RL50TV16V3B,SBD,3 Star,Non Inv,8.0,1.5,South
2019-10-12,RQ60TV16U2B,SBD,2 Star,Non Inv,1.0,1.8,South
2019-10-12,RKG50TV16U,SBD,5 Star,Inv,2.0,1.5,South
2019-10-12,RKL60TV16U,SBD,3 Star,Inv,2.0,1.8,South
2019-10-12,RKL50TV16V,MAA,3 Star,Inv,1.0,1.5,South
2019-10-12,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
2019-10-12,RKL50TV16V,MAA,3 Star,Inv,9.0,1.5,South
2019-10-12,RL28TV16X2,SBD1,3 Star,Non Inv,2.0,0.8,South
2019-10-12,RL35TV16W1,SBD1,3 Star,Non Inv,2.0,1.0,South
