Year,Month,State,Star_Rating,Tonnage,Monthly_Total_Sales,Monthly_Avg_Daily_Sales,Daily_Max_Sales,Daily_Min_Sales,Weekly_Avg_Sales,Number_of_Days,Number_of_Transactions
2025,5,Kerala,1 Star,1.8,21.0,4.2,15.0,1.0,4.74,5,8
2025,5,Kerala,3 Star,0.8,35.0,5.83,12.0,1.0,7.9,6,8
2025,5,Kerala,3 Star,0.9,48.0,6.0,14.0,3.0,10.84,8,12
2025,5,Kerala,3 Star,1.0,1425.0,57.0,194.0,2.0,321.77,25,220
2025,5,Kerala,3 Star,1.4,100.0,100.0,100.0,100.0,22.58,1,3
2025,5,Kerala,3 Star,1.5,1104.0,44.16,173.0,3.0,249.29,25,190
2025,5,Kerala,3 Star,1.8,164.0,9.11,32.0,1.0,37.03,18,52
2025,5,Kerala,3 Star,2.2,214.0,12.59,48.0,-1.0,48.32,17,90
2025,5,Kerala,3 Star,2.6,24.0,2.18,6.0,1.0,5.42,11,16
2025,5,Kerala,5 Star,1.0,410.0,17.83,70.0,1.0,92.58,23,106
2025,5,Kerala,5 Star,1.5,361.0,15.04,112.0,1.0,81.52,24,117
2025,5,Kerala,5 Star,1.8,23.0,5.75,11.0,1.0,5.19,4,10
2025,5,Tamil Nadu,1 Star,1.8,480.0,43.64,165.0,3.0,108.39,11,22
2025,5,Tamil Nadu,3 Star,0.8,107.0,11.89,44.0,1.0,24.16,9,14
2025,5,Tamil Nadu,3 Star,0.9,228.0,19.0,120.0,1.0,51.48,12,24
2025,5,Tamil Nadu,3 Star,1.0,1195.0,47.8,448.0,-70.0,269.84,25,152
2025,5,Tamil Nadu,3 Star,1.4,32.0,3.56,11.0,-9.0,7.23,9,16
2025,5,Tamil Nadu,3 Star,1.5,5157.0,206.28,984.0,-161.0,1164.48,25,358
2025,5,Tamil Nadu,3 Star,1.8,383.0,17.41,64.0,1.0,86.48,22,57
2025,5,Tamil Nadu,3 Star,2.2,363.0,18.15,96.0,1.0,81.97,20,64
2025,5,Tamil Nadu,3 Star,2.6,45.0,4.5,12.0,1.0,10.16,10,17
2025,5,Tamil Nadu,5 Star,1.0,178.0,9.37,61.0,-4.0,40.19,19,60
2025,5,Tamil Nadu,5 Star,1.5,1158.0,46.32,383.0,-2.0,261.48,25,183
2025,5,Tamil Nadu,5 Star,1.8,32.0,4.0,25.0,-6.0,7.23,8,10
2025,5,Telangana,1 Star,1.8,198.0,15.23,59.0,1.0,44.71,13,43
2025,5,Telangana,3 Star,0.8,150.0,13.64,55.0,1.0,33.87,11,12
2025,5,Telangana,3 Star,0.9,36.0,9.0,12.0,5.0,8.13,4,6
2025,5,Telangana,3 Star,1.0,247.0,11.76,58.0,1.0,55.77,21,56
2025,5,Telangana,3 Star,1.4,95.0,7.92,35.0,2.0,21.45,12,15
2025,5,Telangana,3 Star,1.5,1422.0,59.25,350.0,-6.0,321.1,24,176
2025,5,Telangana,3 Star,1.8,166.0,8.74,30.0,1.0,37.48,19,31
2025,5,Telangana,3 Star,2.2,223.0,9.7,45.0,1.0,50.35,23,58
2025,5,Telangana,3 Star,2.6,57.0,6.33,23.0,1.0,12.87,9,16
2025,5,Telangana,5 Star,1.0,116.0,6.44,24.0,-5.0,26.19,18,40
2025,5,Telangana,5 Star,1.5,957.0,41.61,135.0,1.0,216.1,23,114
2025,5,Telangana,5 Star,1.8,83.0,8.3,20.0,1.0,18.74,10,23
2025,6,Andhra Pradesh,1 Star,1.8,186.0,23.25,54.0,3.0,43.4,8,19
2025,6,Andhra Pradesh,3 Star,0.8,17.0,8.5,15.0,2.0,3.97,2,2
2025,6,Andhra Pradesh,3 Star,0.9,119.0,17.0,73.0,1.0,27.77,7,12
2025,6,Andhra Pradesh,3 Star,1.0,142.0,15.78,54.0,1.0,33.13,9,25
2025,6,Andhra Pradesh,3 Star,1.4,138.0,11.5,53.0,3.0,32.2,12,19
2025,6,Andhra Pradesh,3 Star,1.5,1297.0,61.76,326.0,1.0,302.63,21,181
2025,6,Andhra Pradesh,3 Star,1.8,29.0,5.8,11.0,1.0,6.77,5,10
2025,6,Andhra Pradesh,3 Star,2.2,215.0,17.92,53.0,3.0,50.17,12,91
2025,6,Andhra Pradesh,3 Star,2.6,5.0,1.67,2.0,1.0,1.17,3,5
2025,6,Andhra Pradesh,5 Star,1.0,34.0,3.4,12.0,-11.0,7.93,10,18
2025,6,Andhra Pradesh,5 Star,1.5,1892.0,78.83,355.0,1.0,441.47,24,196
2025,6,Andhra Pradesh,5 Star,1.8,2.0,1.0,1.0,1.0,0.47,2,2
2025,6,Karnataka,1 Star,1.8,37.0,7.4,20.0,1.0,8.63,5,5
2025,6,Karnataka,3 Star,0.8,25.0,6.25,10.0,2.0,5.83,4,5
2025,6,Karnataka,3 Star,0.9,41.0,10.25,27.0,1.0,9.57,4,7
2025,6,Karnataka,3 Star,1.0,539.0,26.95,335.0,1.0,125.77,20,65
2025,6,Karnataka,3 Star,1.5,659.0,36.61,311.0,0.0,153.77,18,74
2025,6,Karnataka,3 Star,1.8,181.0,13.92,105.0,1.0,42.23,13,26
2025,6,Karnataka,3 Star,2.2,105.0,8.75,24.0,1.0,24.5,12,18
2025,6,Karnataka,3 Star,2.6,13.0,2.6,11.0,-2.0,3.03,5,6
2025,6,Karnataka,5 Star,1.0,94.0,8.55,59.0,-4.0,21.93,11,20
2025,6,Karnataka,5 Star,1.5,152.0,9.5,57.0,-3.0,35.47,16,27
2025,6,Karnataka,5 Star,1.8,18.0,4.5,8.0,2.0,4.2,4,6
2025,6,Kerala,1 Star,1.8,12.0,4.0,8.0,1.0,2.8,3,3
2025,6,Kerala,3 Star,0.8,11.0,3.67,5.0,1.0,2.57,3,3
2025,6,Kerala,3 Star,0.9,22.0,11.0,18.0,4.0,5.13,2,2
2025,6,Kerala,3 Star,1.0,872.0,43.6,171.0,-15.0,203.47,20,119
2025,6,Kerala,3 Star,1.5,712.0,30.96,191.0,1.0,166.13,23,144
2025,6,Kerala,3 Star,1.8,37.0,3.7,8.0,1.0,8.63,10,11
2025,6,Kerala,3 Star,2.2,107.0,8.92,55.0,1.0,24.97,12,34
2025,6,Kerala,3 Star,2.6,27.0,2.7,10.0,1.0,6.3,10,21
2025,6,Kerala,5 Star,1.0,233.0,14.56,51.0,-1.0,54.37,16,73
2025,6,Kerala,5 Star,1.5,184.0,12.27,35.0,2.0,42.93,15,61
2025,6,Kerala,5 Star,1.8,9.0,4.5,7.0,2.0,2.1,2,5
2025,6,Tamil Nadu,1 Star,1.8,356.0,32.36,124.0,1.0,83.07,11,40
2025,6,Tamil Nadu,3 Star,0.8,12.0,1.71,5.0,-1.0,2.8,7,9
2025,6,Tamil Nadu,3 Star,0.9,142.0,17.75,37.0,-1.0,33.13,8,18
2025,6,Tamil Nadu,3 Star,1.0,1025.0,46.59,220.0,1.0,239.17,22,103
2025,6,Tamil Nadu,3 Star,1.4,24.0,3.0,8.0,-1.0,5.6,8,11
2025,6,Tamil Nadu,3 Star,1.5,4185.0,174.38,1130.0,-25.0,976.5,24,260
2025,6,Tamil Nadu,3 Star,1.8,310.0,15.5,66.0,-5.0,72.33,20,46
2025,6,Tamil Nadu,3 Star,2.2,203.0,10.15,65.0,0.0,47.37,20,46
2025,6,Tamil Nadu,3 Star,2.6,67.0,4.79,11.0,1.0,15.63,14,19
2025,6,Tamil Nadu,5 Star,1.0,65.0,5.91,17.0,1.0,15.17,11,32
2025,6,Tamil Nadu,5 Star,1.5,412.0,19.62,198.0,-3.0,96.13,21,78
2025,6,Tamil Nadu,5 Star,1.8,66.0,9.43,45.0,1.0,15.4,7,8
2025,6,Telangana,1 Star,1.8,172.0,11.47,37.0,1.0,40.13,15,42
2025,6,Telangana,3 Star,0.8,73.0,24.33,35.0,15.0,17.03,3,5
2025,6,Telangana,3 Star,0.9,36.0,9.0,20.0,2.0,8.4,4,4
2025,6,Telangana,3 Star,1.0,248.0,17.71,110.0,1.0,57.87,14,33
2025,6,Telangana,3 Star,1.4,52.0,13.0,32.0,5.0,12.13,4,4
2025,6,Telangana,3 Star,1.5,1030.0,51.5,366.0,2.0,240.33,20,92
2025,6,Telangana,3 Star,1.8,146.0,9.73,33.0,2.0,34.07,15,33
2025,6,Telangana,3 Star,2.2,253.0,14.88,64.0,1.0,59.03,17,49
2025,6,Telangana,3 Star,2.6,29.0,4.14,17.0,1.0,6.77,7,8
2025,6,Telangana,5 Star,1.0,78.0,6.0,31.0,1.0,18.2,13,24
2025,6,Telangana,5 Star,1.5,870.0,45.79,221.0,2.0,203.0,19,75
2025,6,Telangana,5 Star,1.8,4.0,1.33,2.0,1.0,0.93,3,3
