Year,Month,State,Star_Rating,Tonnage,Monthly_Total_Sales,Monthly_Avg_Daily_Sales,Daily_Max_Sales,Daily_Min_Sales,Weekly_Avg_Sales,Number_of_Days,Number_of_Transactions
2022,7,Telangana,5 Star,1.8,52.5,6.56,37.0,1.0,11.85,8,15
2022,8,Andhra Pradesh,1 Star,1.8,49.5,12.38,19.0,3.5,11.18,4,11
2022,8,Andhra Pradesh,2 Star,1.8,15.0,7.5,10.0,5.0,3.39,2,3
2022,8,Andhra Pradesh,3 Star,0.8,6.0,1.5,2.0,1.0,1.35,4,4
2022,8,Andhra Pradesh,3 Star,1.0,132.5,12.05,30.0,3.0,29.92,11,30
2022,8,Andhra Pradesh,3 Star,1.5,569.5,40.68,140.0,3.0,128.6,14,64
2022,8,Andhra Pradesh,3 Star,1.8,62.0,7.75,24.0,2.0,14.0,8,24
2022,8,Andhra Pradesh,5 Star,1.0,7.0,2.33,3.0,2.0,1.58,3,3
2022,8,Andhra Pradesh,5 Star,1.5,593.5,32.97,255.0,0.5,134.02,18,112
2022,8,Andhra Pradesh,5 Star,1.8,24.0,2.67,10.0,1.0,5.42,9,10
2022,8,Karnataka,1 Star,1.8,40.0,20.0,20.0,20.0,9.03,2,3
2022,8,Karnataka,2 Star,1.8,3.0,1.5,2.0,1.0,0.68,2,2
2022,8,Karnataka,3 Star,0.8,69.0,23.0,56.0,1.0,15.58,3,5
2022,8,Karnataka,3 Star,1.0,363.0,24.2,113.0,1.0,81.97,15,44
2022,8,Karnataka,3 Star,1.5,235.5,14.72,75.0,1.0,53.18,16,42
2022,8,Karnataka,3 Star,1.8,150.0,11.54,56.0,1.0,33.87,13,29
2022,8,Karnataka,3 Star,2.2,1.0,1.0,1.0,1.0,0.23,1,1
2022,8,Karnataka,5 Star,1.0,34.5,3.45,8.0,0.5,7.79,10,15
2022,8,Karnataka,5 Star,1.5,88.5,6.32,41.0,0.5,19.98,14,23
2022,8,Karnataka,5 Star,1.8,37.0,6.17,19.0,1.0,8.35,6,10
2022,8,Kerala,1 Star,1.8,15.0,3.75,10.0,1.0,3.39,4,7
2022,8,Kerala,3 Star,0.8,43.0,4.3,10.0,1.0,9.71,10,16
2022,8,Kerala,3 Star,1.0,608.0,38.0,201.0,1.0,137.29,16,118
2022,8,Kerala,3 Star,1.5,384.0,22.59,81.0,1.0,86.71,17,96
2022,8,Kerala,3 Star,1.8,62.0,4.77,14.0,1.0,14.0,13,35
2022,8,Kerala,3 Star,2.2,214.0,53.5,106.0,1.0,48.32,4,4
2022,8,Kerala,5 Star,1.0,102.0,6.8,41.0,1.0,23.03,15,40
2022,8,Kerala,5 Star,1.5,135.0,7.94,23.0,1.0,30.48,17,50
2022,8,Kerala,5 Star,1.8,13.0,2.6,7.0,1.0,2.94,5,7
2022,8,Tamil Nadu,1 Star,1.8,144.0,16.0,57.0,2.0,32.52,9,28
2022,8,Tamil Nadu,3 Star,0.8,35.0,4.38,12.0,1.0,7.9,8,10
2022,8,Tamil Nadu,3 Star,1.0,983.0,42.74,172.0,1.0,221.97,23,166
2022,8,Tamil Nadu,3 Star,1.5,2356.0,112.19,358.0,6.0,532.0,21,260
2022,8,Tamil Nadu,3 Star,1.8,192.0,12.0,60.0,1.0,43.35,16,48
2022,8,Tamil Nadu,3 Star,2.2,57.0,8.14,25.0,1.0,12.87,7,14
2022,8,Tamil Nadu,5 Star,1.0,44.0,4.4,13.0,0.0,9.94,10,16
2022,8,Tamil Nadu,5 Star,1.5,541.5,28.5,182.0,1.0,122.27,19,88
2022,8,Tamil Nadu,5 Star,1.8,20.0,4.0,10.0,1.0,4.52,5,6
2022,8,Telangana,1 Star,1.8,288.0,41.14,151.0,4.0,65.03,7,16
2022,8,Telangana,2 Star,1.8,14.0,7.0,10.0,4.0,3.16,2,2
2022,8,Telangana,3 Star,0.8,235.0,33.57,170.0,-1.0,53.06,7,11
2022,8,Telangana,3 Star,1.0,320.0,24.62,77.0,-3.0,72.26,13,25
2022,8,Telangana,3 Star,1.5,672.5,37.36,160.0,2.0,151.85,18,36
2022,8,Telangana,3 Star,1.8,233.0,23.3,103.0,-1.0,52.61,10,21
2022,8,Telangana,3 Star,2.2,74.0,37.0,50.0,24.0,16.71,2,2
2022,8,Telangana,5 Star,1.0,91.0,11.38,45.0,-1.0,20.55,8,12
2022,8,Telangana,5 Star,1.5,398.0,28.43,203.0,-5.0,89.87,14,43
2022,8,Telangana,5 Star,1.8,105.0,9.55,24.0,1.0,23.71,11,14
2022,9,Andhra Pradesh,1 Star,1.8,46.5,7.75,22.5,2.0,10.85,6,13
2022,9,Andhra Pradesh,2 Star,1.8,2.0,1.0,2.0,0.0,0.47,2,2
2022,9,Andhra Pradesh,3 Star,0.8,33.0,5.5,15.0,1.0,7.7,6,6
2022,9,Andhra Pradesh,3 Star,1.0,210.5,19.14,40.0,0.0,49.12,11,63
2022,9,Andhra Pradesh,3 Star,1.5,794.0,52.93,360.0,1.0,185.27,15,111
2022,9,Andhra Pradesh,3 Star,1.8,52.0,4.73,16.0,1.0,12.13,11,29
2022,9,Andhra Pradesh,3 Star,2.2,26.0,6.5,9.0,5.0,6.07,4,9
2022,9,Andhra Pradesh,5 Star,1.0,23.0,11.5,20.0,3.0,5.37,2,3
2022,9,Andhra Pradesh,5 Star,1.5,990.0,66.0,427.0,-46.0,231.0,15,163
2022,9,Andhra Pradesh,5 Star,1.8,33.0,3.3,10.0,1.0,7.7,10,12
2022,9,Karnataka,1 Star,1.8,50.0,10.0,25.0,3.0,11.67,5,5
2022,9,Karnataka,2 Star,1.8,10.0,3.33,6.0,2.0,2.33,3,3
2022,9,Karnataka,3 Star,0.8,38.0,4.75,10.0,1.0,8.87,8,8
2022,9,Karnataka,3 Star,1.0,627.0,39.19,121.0,1.0,146.3,16,74
2022,9,Karnataka,3 Star,1.5,511.0,30.06,129.0,2.0,119.23,17,60
2022,9,Karnataka,3 Star,1.8,226.5,14.16,58.0,0.5,52.85,16,36
2022,9,Karnataka,3 Star,2.2,98.0,19.6,80.0,1.0,22.87,5,15
2022,9,Karnataka,5 Star,1.0,145.0,13.18,39.0,1.0,33.83,11,25
2022,9,Karnataka,5 Star,1.5,113.5,12.61,32.0,1.0,26.48,9,23
2022,9,Karnataka,5 Star,1.8,61.0,12.2,30.0,6.0,14.23,5,12
2022,9,Kerala,1 Star,1.8,20.0,20.0,20.0,20.0,4.67,1,5
2022,9,Kerala,3 Star,0.8,21.0,2.62,6.0,1.0,4.9,8,9
2022,9,Kerala,3 Star,1.0,547.0,28.79,231.0,1.0,127.63,19,105
2022,9,Kerala,3 Star,1.5,346.0,16.48,106.0,1.0,80.73,21,90
2022,9,Kerala,3 Star,1.8,102.0,5.67,15.0,1.0,23.8,18,43
2022,9,Kerala,3 Star,2.2,68.0,6.18,17.0,1.0,15.87,11,31
2022,9,Kerala,5 Star,1.0,161.5,9.5,61.0,1.0,37.68,17,49
2022,9,Kerala,5 Star,1.5,110.0,7.33,29.0,1.0,25.67,15,39
2022,9,Kerala,5 Star,1.8,3.0,1.0,1.0,1.0,0.7,3,3
2022,9,Tamil Nadu,1 Star,1.8,513.0,34.2,116.0,3.0,119.7,15,57
2022,9,Tamil Nadu,2 Star,1.8,4.0,4.0,4.0,4.0,0.93,1,1
2022,9,Tamil Nadu,3 Star,0.8,102.0,12.75,50.0,2.0,23.8,8,14
2022,9,Tamil Nadu,3 Star,1.0,1157.0,55.1,334.0,1.0,269.97,21,246
2022,9,Tamil Nadu,3 Star,1.5,2673.0,127.29,531.0,-4.0,623.7,21,385
2022,9,Tamil Nadu,3 Star,1.8,354.0,19.67,52.0,1.0,82.6,18,89
2022,9,Tamil Nadu,3 Star,2.2,85.0,21.25,49.0,4.0,19.83,4,28
2022,9,Tamil Nadu,5 Star,1.0,111.0,8.54,28.0,2.0,25.9,13,34
2022,9,Tamil Nadu,5 Star,1.5,355.0,17.75,65.0,-2.0,82.83,20,109
2022,9,Tamil Nadu,5 Star,1.8,45.0,7.5,27.0,1.0,10.5,6,15
2022,9,Telangana,1 Star,1.8,80.0,20.0,45.0,5.0,18.67,4,4
2022,9,Telangana,2 Star,1.8,31.0,7.75,10.0,5.0,7.23,4,4
2022,9,Telangana,3 Star,0.8,29.0,4.14,20.0,-9.0,6.77,7,8
2022,9,Telangana,3 Star,1.0,442.0,31.57,119.0,3.0,103.13,14,38
2022,9,Telangana,3 Star,1.5,596.0,49.67,322.0,1.0,139.07,12,44
2022,9,Telangana,3 Star,1.8,295.0,26.82,173.0,1.0,68.83,11,19
2022,9,Telangana,3 Star,2.2,237.0,33.86,76.0,5.0,55.3,7,23
2022,9,Telangana,5 Star,1.0,115.0,11.5,36.0,1.0,26.83,10,15
2022,9,Telangana,5 Star,1.5,808.0,53.87,212.0,2.0,188.53,15,60
2022,9,Telangana,5 Star,1.8,83.0,8.3,40.0,1.0,19.37,10,18
2022,10,Andhra Pradesh,1 Star,1.8,29.0,9.67,13.0,6.0,6.55,3,5
2022,10,Andhra Pradesh,3 Star,1.0,47.0,7.83,20.0,1.0,10.61,6,16
2022,10,Andhra Pradesh,3 Star,1.5,169.0,18.78,66.0,2.0,38.16,9,30
2022,10,Andhra Pradesh,3 Star,1.8,21.0,4.2,12.0,1.0,4.74,5,8
2022,10,Andhra Pradesh,3 Star,2.2,63.0,7.88,15.0,1.0,14.23,8,26
2022,10,Andhra Pradesh,5 Star,1.0,20.0,20.0,20.0,20.0,4.52,1,5
2022,10,Andhra Pradesh,5 Star,1.5,1165.0,105.91,760.0,-3.0,263.06,11,172
2022,10,Andhra Pradesh,5 Star,1.8,20.0,5.0,9.0,2.0,4.52,4,5
2022,10,Karnataka,1 Star,1.8,45.0,9.0,15.0,5.0,10.16,5,8
2022,10,Karnataka,3 Star,0.8,30.0,6.0,11.0,2.0,6.77,5,5
2022,10,Karnataka,3 Star,1.0,321.0,26.75,97.0,1.0,72.48,12,30
2022,10,Karnataka,3 Star,1.5,506.5,38.96,213.0,1.5,114.37,13,44
2022,10,Karnataka,3 Star,1.8,194.0,21.56,93.0,1.0,43.81,9,22
2022,10,Karnataka,3 Star,2.2,164.0,18.22,107.0,-1.0,37.03,9,22
2022,10,Karnataka,5 Star,1.0,93.5,13.36,48.0,3.0,21.11,7,20
2022,10,Karnataka,5 Star,1.5,97.5,8.86,34.0,1.0,22.02,11,21
2022,10,Karnataka,5 Star,1.8,66.0,7.33,30.0,1.0,14.9,9,14
2022,10,Kerala,1 Star,1.8,25.0,8.33,18.0,2.0,5.65,3,5
2022,10,Kerala,3 Star,0.8,21.0,21.0,21.0,21.0,4.74,1,2
2022,10,Kerala,3 Star,1.0,292.0,14.6,137.0,1.0,65.94,20,71
2022,10,Kerala,3 Star,1.5,223.0,11.74,79.0,1.0,50.35,19,69
2022,10,Kerala,3 Star,1.8,78.0,5.57,20.0,1.0,17.61,14,36
2022,10,Kerala,3 Star,2.2,3.0,1.0,1.0,1.0,0.68,3,3
2022,10,Kerala,5 Star,1.0,90.0,7.5,21.5,1.0,20.32,12,49
2022,10,Kerala,5 Star,1.5,87.5,6.25,30.0,1.0,19.76,14,47
2022,10,Kerala,5 Star,1.8,3.0,3.0,3.0,3.0,0.68,1,1
2022,10,Tamil Nadu,1 Star,1.8,127.0,21.17,49.0,2.0,28.68,6,17
2022,10,Tamil Nadu,3 Star,0.8,56.0,7.0,35.0,1.0,12.65,8,11
2022,10,Tamil Nadu,3 Star,1.0,753.0,47.06,176.0,-1.0,170.03,16,163
2022,10,Tamil Nadu,3 Star,1.5,1537.5,85.42,487.0,-11.0,347.18,18,213
2022,10,Tamil Nadu,3 Star,1.8,237.0,14.81,61.0,1.0,53.52,16,38
2022,10,Tamil Nadu,3 Star,2.2,163.0,14.82,54.0,1.0,36.81,11,42
2022,10,Tamil Nadu,5 Star,1.0,57.0,8.14,15.0,1.0,12.87,7,17
2022,10,Tamil Nadu,5 Star,1.5,386.0,22.71,89.0,-12.0,87.16,17,81
2022,10,Tamil Nadu,5 Star,1.8,52.0,6.5,18.0,1.0,11.74,8,18
2022,10,Telangana,1 Star,1.8,54.0,13.5,29.0,1.0,12.19,4,5
2022,10,Telangana,3 Star,1.0,355.5,22.22,110.0,-4.0,80.27,16,36
2022,10,Telangana,3 Star,1.5,458.5,25.47,119.0,-2.0,103.53,18,54
2022,10,Telangana,3 Star,1.8,107.0,7.64,20.0,1.0,24.16,14,18
2022,10,Telangana,3 Star,2.2,379.0,42.11,117.0,-2.0,85.58,9,30
2022,10,Telangana,5 Star,1.0,64.5,10.75,33.0,-1.0,14.56,6,15
2022,10,Telangana,5 Star,1.5,897.0,59.8,212.0,-1.0,202.55,15,72
2022,10,Telangana,5 Star,1.8,126.0,18.0,35.0,3.0,28.45,7,17
2022,11,Andhra Pradesh,1 Star,1.8,34.0,4.86,10.0,-2.0,7.93,7,11
2022,11,Andhra Pradesh,2 Star,1.8,1.0,1.0,1.0,1.0,0.23,1,1
2022,11,Andhra Pradesh,3 Star,1.0,188.5,17.14,70.0,3.0,43.98,11,24
2022,11,Andhra Pradesh,3 Star,1.5,248.0,15.5,70.0,1.0,57.87,16,35
2022,11,Andhra Pradesh,3 Star,1.8,45.5,5.69,14.0,1.5,10.62,8,20
2022,11,Andhra Pradesh,3 Star,2.2,37.0,5.29,13.0,2.0,8.63,7,19
2022,11,Andhra Pradesh,5 Star,1.0,16.0,3.2,5.0,1.0,3.73,5,5
2022,11,Andhra Pradesh,5 Star,1.5,118.0,7.87,18.0,2.0,27.53,15,31
2022,11,Andhra Pradesh,5 Star,1.8,26.0,3.25,8.0,1.0,6.07,8,10
2022,11,Karnataka,1 Star,1.8,72.0,10.29,20.0,3.0,16.8,7,15
2022,11,Karnataka,2 Star,1.8,5.0,5.0,5.0,5.0,1.17,1,1
2022,11,Karnataka,3 Star,0.8,77.0,15.4,37.0,2.0,17.97,5,14
2022,11,Karnataka,3 Star,1.0,515.0,28.61,163.0,1.0,120.17,18,81
2022,11,Karnataka,3 Star,1.5,694.0,46.27,319.0,2.0,161.93,15,70
2022,11,Karnataka,3 Star,1.8,162.5,10.16,50.0,1.0,37.92,16,33
2022,11,Karnataka,3 Star,2.2,130.0,11.82,32.0,2.0,30.33,11,28
2022,11,Karnataka,5 Star,1.0,122.0,8.71,65.0,-4.0,28.47,14,24
2022,11,Karnataka,5 Star,1.5,132.0,12.0,64.0,0.0,30.8,11,26
2022,11,Karnataka,5 Star,1.8,60.0,6.67,21.0,0.0,14.0,9,19
2022,11,Kerala,1 Star,1.8,34.0,8.5,22.0,4.0,7.93,4,10
2022,11,Kerala,3 Star,0.8,30.0,10.0,27.0,1.0,7.0,3,13
2022,11,Kerala,3 Star,1.0,463.0,24.37,192.0,1.0,108.03,19,95
2022,11,Kerala,3 Star,1.5,361.0,16.41,175.0,1.0,84.23,22,94
2022,11,Kerala,3 Star,1.8,57.0,3.8,13.0,1.0,13.3,15,27
2022,11,Kerala,3 Star,2.2,102.0,6.8,44.0,1.0,23.8,15,34
2022,11,Kerala,5 Star,1.0,136.0,8.0,39.0,1.0,31.73,17,47
2022,11,Kerala,5 Star,1.5,102.0,7.29,55.0,0.5,23.8,14,40
2022,11,Kerala,5 Star,1.8,10.0,2.5,4.0,0.5,2.33,4,7
2022,11,Tamil Nadu,1 Star,1.8,272.0,27.2,58.0,3.0,63.47,10,27
2022,11,Tamil Nadu,3 Star,0.8,57.0,8.14,27.0,1.0,13.3,7,10
2022,11,Tamil Nadu,3 Star,1.0,672.0,35.37,172.0,2.0,156.8,19,102
2022,11,Tamil Nadu,3 Star,1.5,1734.0,82.57,652.0,1.0,404.6,21,131
2022,11,Tamil Nadu,3 Star,1.8,144.5,9.63,39.0,1.0,33.72,15,54
2022,11,Tamil Nadu,3 Star,2.2,96.0,7.38,21.0,1.0,22.4,13,41
2022,11,Tamil Nadu,5 Star,1.0,26.5,2.94,7.0,-1.0,6.18,9,13
2022,11,Tamil Nadu,5 Star,1.5,99.5,7.11,15.0,1.0,23.22,14,31
2022,11,Tamil Nadu,5 Star,1.8,24.0,3.43,6.0,1.0,5.6,7,7
2022,11,Telangana,1 Star,1.8,85.0,14.17,20.0,5.0,19.83,6,10
2022,11,Telangana,3 Star,0.8,50.0,16.67,35.0,2.0,11.67,3,4
2022,11,Telangana,3 Star,1.0,404.0,26.93,110.0,1.0,94.27,15,32
2022,11,Telangana,3 Star,1.5,799.0,38.05,262.0,1.0,186.43,21,62
2022,11,Telangana,3 Star,1.8,203.5,15.65,70.0,-3.0,47.48,13,29
2022,11,Telangana,3 Star,2.2,261.0,17.4,65.0,-2.0,60.9,15,29
2022,11,Telangana,5 Star,1.0,90.0,5.62,25.0,-1.0,21.0,16,27
2022,11,Telangana,5 Star,1.5,458.0,25.44,124.0,1.0,106.87,18,54
2022,11,Telangana,5 Star,1.8,111.0,8.54,20.0,1.0,25.9,13,25
2022,12,Andhra Pradesh,1 Star,1.8,55.0,7.86,15.0,1.0,12.42,7,10
2022,12,Andhra Pradesh,2 Star,1.8,33.0,8.25,20.0,2.0,7.45,4,4
2022,12,Andhra Pradesh,3 Star,0.8,11.0,2.2,3.0,1.0,2.48,5,5
2022,12,Andhra Pradesh,3 Star,1.0,131.0,11.91,34.0,1.0,29.58,11,21
2022,12,Andhra Pradesh,3 Star,1.5,1621.0,95.35,407.0,1.0,366.03,17,110
2022,12,Andhra Pradesh,3 Star,1.8,37.0,4.11,10.0,0.5,8.35,9,16
2022,12,Andhra Pradesh,3 Star,2.2,171.0,10.69,39.0,1.0,38.61,16,62
2022,12,Andhra Pradesh,5 Star,1.0,60.5,8.64,27.0,0.5,13.66,7,11
2022,12,Andhra Pradesh,5 Star,1.5,935.0,51.94,239.0,1.0,211.13,18,109
2022,12,Andhra Pradesh,5 Star,1.8,34.5,4.93,11.0,0.5,7.79,7,12
2022,12,Karnataka,1 Star,1.8,96.0,12.0,30.0,3.0,21.68,8,13
2022,12,Karnataka,2 Star,1.8,7.0,3.5,5.0,2.0,1.58,2,2
2022,12,Karnataka,3 Star,0.8,57.0,28.5,35.0,22.0,12.87,2,8
2022,12,Karnataka,3 Star,1.0,893.5,44.68,226.0,1.0,201.76,20,80
2022,12,Karnataka,3 Star,1.5,1085.0,51.67,292.0,-55.0,245.0,21,98
2022,12,Karnataka,3 Star,1.8,325.5,17.13,65.0,1.5,73.5,19,48
2022,12,Karnataka,3 Star,2.2,146.0,10.43,27.0,1.0,32.97,14,30
2022,12,Karnataka,5 Star,1.0,161.5,10.09,67.0,-41.0,36.47,16,40
2022,12,Karnataka,5 Star,1.5,419.0,23.28,204.0,-49.0,94.61,18,44
2022,12,Karnataka,5 Star,1.8,95.0,8.64,27.0,-2.0,21.45,11,18
2022,12,Kerala,1 Star,1.8,48.0,4.36,13.0,1.0,10.84,11,20
2022,12,Kerala,3 Star,0.8,66.0,22.0,66.0,-3.0,14.9,3,19
2022,12,Kerala,3 Star,1.0,1398.0,60.78,346.0,2.0,315.68,23,195
2022,12,Kerala,3 Star,1.5,735.5,31.98,174.0,2.0,166.08,23,179
2022,12,Kerala,3 Star,1.8,228.0,12.0,67.5,1.0,51.48,19,65
2022,12,Kerala,3 Star,2.2,126.0,7.41,24.0,1.0,28.45,17,56
2022,12,Kerala,5 Star,1.0,386.0,21.44,83.0,1.0,87.16,18,100
2022,12,Kerala,5 Star,1.5,217.5,10.36,41.0,1.0,49.11,21,74
2022,12,Kerala,5 Star,1.8,23.0,2.09,5.0,0.5,5.19,11,17
2022,12,Tamil Nadu,1 Star,1.8,518.0,47.09,102.0,12.0,116.97,11,48
2022,12,Tamil Nadu,3 Star,0.8,106.0,106.0,106.0,106.0,23.94,1,14
2022,12,Tamil Nadu,3 Star,1.0,3101.0,140.95,470.0,0.5,700.23,22,261
2022,12,Tamil Nadu,3 Star,1.5,10635.5,443.15,1909.0,1.0,2401.56,24,600
2022,12,Tamil Nadu,3 Star,1.8,435.0,22.89,133.0,-1.0,98.23,19,91
2022,12,Tamil Nadu,3 Star,2.2,319.0,18.76,96.0,-2.0,72.03,17,70
2022,12,Tamil Nadu,5 Star,1.0,332.5,19.56,94.0,1.0,75.08,17,50
2022,12,Tamil Nadu,5 Star,1.5,1674.5,83.72,328.0,2.0,378.11,20,209
2022,12,Tamil Nadu,5 Star,1.8,84.5,10.56,18.0,1.0,19.08,8,23
2022,12,Telangana,1 Star,1.8,161.0,16.1,50.0,3.0,36.35,10,28
2022,12,Telangana,3 Star,0.8,26.0,13.0,21.0,5.0,5.87,2,4
2022,12,Telangana,3 Star,1.0,997.0,52.47,270.5,2.0,225.13,19,55
2022,12,Telangana,3 Star,1.5,5080.0,241.9,1390.0,1.0,1147.1,21,155
2022,12,Telangana,3 Star,1.8,661.5,41.34,156.0,1.0,149.37,16,41
2022,12,Telangana,3 Star,2.2,849.0,49.94,336.0,1.0,191.71,17,62
2022,12,Telangana,5 Star,1.0,220.0,20.0,50.0,1.0,49.68,11,22
2022,12,Telangana,5 Star,1.5,9205.0,438.33,3140.0,1.0,2078.55,21,197
2022,12,Telangana,5 Star,1.8,364.0,26.0,115.0,2.0,82.19,14,30
2023,1,Andhra Pradesh,1 Star,1.8,37.5,9.38,18.5,3.0,8.47,4,13
2023,1,Andhra Pradesh,3 Star,0.8,11.0,11.0,11.0,11.0,2.48,1,3
2023,1,Andhra Pradesh,3 Star,1.0,253.0,21.08,61.0,1.0,57.13,12,67
2023,1,Andhra Pradesh,3 Star,1.5,1002.0,66.8,259.0,1.0,226.26,15,82
2023,1,Andhra Pradesh,3 Star,1.8,86.0,8.6,33.0,0.5,19.42,10,41
2023,1,Andhra Pradesh,3 Star,2.2,161.0,16.1,46.0,2.0,36.35,10,60
2023,1,Andhra Pradesh,5 Star,1.0,48.5,6.93,18.0,0.5,10.95,7,21
2023,1,Andhra Pradesh,5 Star,1.5,1299.0,118.09,402.0,1.0,293.32,11,94
2023,1,Andhra Pradesh,5 Star,1.8,57.5,7.19,13.0,1.0,12.98,8,20
2023,1,Karnataka,1 Star,1.8,56.0,14.0,30.0,1.0,12.65,4,7
2023,1,Karnataka,3 Star,0.8,143.0,15.89,45.0,2.0,32.29,9,15
2023,1,Karnataka,3 Star,1.0,1177.0,61.95,264.0,1.0,265.77,19,72
2023,1,Karnataka,3 Star,1.5,779.0,45.82,187.0,-24.0,175.9,17,70
2023,1,Karnataka,3 Star,1.8,279.5,16.44,79.0,-1.0,63.11,17,45
2023,1,Karnataka,3 Star,2.2,78.0,7.09,28.0,-2.0,17.61,11,22
2023,1,Karnataka,5 Star,1.0,214.0,15.29,58.0,-2.0,48.32,14,37
2023,1,Karnataka,5 Star,1.5,220.0,16.92,64.0,-64.0,49.68,13,42
2023,1,Karnataka,5 Star,1.8,69.5,9.93,40.5,1.0,15.69,7,19
2023,1,Kerala,1 Star,1.8,6.0,1.5,2.0,1.0,1.35,4,4
2023,1,Kerala,3 Star,1.0,864.5,54.03,452.0,2.0,195.21,16,80
2023,1,Kerala,3 Star,1.5,323.5,32.35,179.0,2.0,73.05,10,56
2023,1,Kerala,3 Star,1.8,67.0,11.17,38.0,1.0,15.13,6,22
2023,1,Kerala,3 Star,2.2,71.0,7.89,32.0,1.0,16.03,9,23
2023,1,Kerala,5 Star,1.0,152.5,15.25,103.0,3.0,34.44,10,35
2023,1,Kerala,5 Star,1.5,228.5,19.04,146.5,1.0,51.6,12,39
2023,1,Kerala,5 Star,1.8,22.0,3.14,7.0,1.0,4.97,7,11
2023,1,Tamil Nadu,1 Star,1.8,141.0,14.1,58.0,1.0,31.84,10,22
2023,1,Tamil Nadu,3 Star,0.8,66.0,9.43,27.0,-2.0,14.9,7,7
2023,1,Tamil Nadu,3 Star,1.0,1127.0,70.44,341.0,-15.0,254.48,16,66
2023,1,Tamil Nadu,3 Star,1.5,2654.0,120.64,362.0,1.0,599.29,22,109
2023,1,Tamil Nadu,3 Star,1.8,263.0,18.79,53.5,0.5,59.39,14,42
2023,1,Tamil Nadu,3 Star,2.2,124.0,13.78,35.0,1.0,28.0,9,16
2023,1,Tamil Nadu,5 Star,1.0,144.5,11.12,67.5,-3.0,32.63,13,30
2023,1,Tamil Nadu,5 Star,1.5,1204.5,57.36,154.0,-20.0,271.98,21,65
2023,1,Tamil Nadu,5 Star,1.8,12.0,2.4,4.0,1.0,2.71,5,5
2023,1,Telangana,1 Star,1.8,88.0,17.6,31.0,1.0,19.87,5,14
2023,1,Telangana,3 Star,0.8,36.0,12.0,34.0,1.0,8.13,3,3
2023,1,Telangana,3 Star,1.0,467.5,38.96,112.0,-3.5,105.56,12,40
2023,1,Telangana,3 Star,1.5,2394.0,114.0,390.0,-4.0,540.58,21,92
2023,1,Telangana,3 Star,1.8,211.0,19.18,55.5,0.5,47.65,11,25
2023,1,Telangana,3 Star,2.2,158.0,13.17,40.0,-1.0,35.68,12,22
2023,1,Telangana,5 Star,1.0,191.0,15.92,100.0,0.0,43.13,12,23
2023,1,Telangana,5 Star,1.5,2605.5,144.75,351.0,1.0,588.34,18,112
2023,1,Telangana,5 Star,1.8,123.0,10.25,35.0,1.0,27.77,12,22
2023,2,Andhra Pradesh,1 Star,1.8,25.0,5.0,10.0,1.0,6.25,5,6
2023,2,Andhra Pradesh,3 Star,0.8,3.0,3.0,3.0,3.0,0.75,1,1
2023,2,Andhra Pradesh,3 Star,1.0,102.0,12.75,38.0,-1.0,25.5,8,33
2023,2,Andhra Pradesh,3 Star,1.5,998.0,55.44,193.0,0.0,249.5,18,130
2023,2,Andhra Pradesh,3 Star,1.8,46.0,6.57,21.0,1.0,11.5,7,22
2023,2,Andhra Pradesh,3 Star,2.2,249.0,31.12,90.0,1.0,62.25,8,49
2023,2,Andhra Pradesh,5 Star,1.0,87.0,9.67,21.0,0.5,21.75,9,22
2023,2,Andhra Pradesh,5 Star,1.5,2853.5,150.18,1103.0,1.0,713.38,19,286
2023,2,Andhra Pradesh,5 Star,1.8,44.0,4.89,10.0,1.0,11.0,9,12
2023,2,Karnataka,1 Star,1.8,86.0,14.33,48.0,2.0,21.5,6,8
2023,2,Karnataka,2 Star,1.8,3.0,1.5,2.0,1.0,0.75,2,2
2023,2,Karnataka,3 Star,0.8,6.0,3.0,3.0,3.0,1.5,2,3
2023,2,Karnataka,3 Star,1.0,699.5,38.86,196.5,1.0,174.88,18,75
2023,2,Karnataka,3 Star,1.5,1108.5,61.58,522.5,0.5,277.12,18,78
2023,2,Karnataka,3 Star,1.8,374.5,26.75,141.5,1.0,93.62,14,40
2023,2,Karnataka,3 Star,2.2,203.0,20.3,73.5,0.5,50.75,10,32
2023,2,Karnataka,5 Star,1.0,389.0,27.79,127.0,1.0,97.25,14,44
2023,2,Karnataka,5 Star,1.5,475.5,26.42,197.0,1.0,118.88,18,53
2023,2,Karnataka,5 Star,1.8,103.5,7.39,27.0,1.5,25.88,14,32
2023,2,Kerala,1 Star,1.8,46.0,6.57,16.0,1.0,11.5,7,9
2023,2,Kerala,3 Star,1.0,509.0,25.45,107.0,-38.0,127.25,20,111
2023,2,Kerala,3 Star,1.5,317.0,18.65,42.0,1.0,79.25,17,76
2023,2,Kerala,3 Star,1.8,48.0,3.69,9.0,1.0,12.0,13,21
2023,2,Kerala,3 Star,2.2,65.0,5.42,18.0,1.0,16.25,12,30
