Unnamed: 0,Date,Item Code,Branch,Star Rating,Segment,Quantity,Tonnage,Region
56,2020-03-21,RKJ50TV16U,COK,5 Star,Inv,1.0,1.5,South
57,2020-03-21,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
58,2020-03-21,RLG35TV16W1,COK,3 Star,Non Inv,7.0,1.0,South
59,2020-03-21,RKF50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
60,2020-03-21,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
61,2020-03-21,RL28TV16X2,MAA,3 Star,Non Inv,10.0,0.8,South
62,2020-03-21,RL28TV16X2,COK,3 Star,Non Inv,5.0,0.8,South
63,2020-03-21,RL50TV16U3B,COK,3 Star,Non Inv,5.0,1.5,South
64,2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,8.0,1.8,South
65,2020-03-21,RLG35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
66,2020-03-21,RQG60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
67,2020-03-21,RLG50TV16V3,MAA,3 Star,Non Inv,14.0,1.5,South
68,2020-03-21,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
69,2020-03-21,RLG50TV16V3,SBD1,3 Star,Non Inv,8.0,1.5,South
70,2020-03-21,RLG50TV16V3,SBD1,3 Star,Non Inv,17.0,1.5,South
71,2020-03-21,RKF50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
72,2020-03-21,RL35TV16W1,MAA,3 Star,Non Inv,20.0,1.0,South
73,2020-03-21,RL50TV16U3B,MAA,3 Star,Non Inv,20.0,1.5,South
74,2020-03-21,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
75,2020-03-21,RL35TV16W1,MAA,3 Star,Non Inv,7.0,1.0,South
76,2020-03-21,RKL60TV16U,MAA,3 Star,Inv,3.0,1.8,South
77,2020-03-21,RKL50TV16V,MAA,3 Star,Inv,9.0,1.5,South
78,2020-03-21,RKT50TV16V,BLR,3 Star,Inv,25.0,1.5,South
79,2020-03-21,RKT35TV16W,BLR,3 Star,Inv,5.0,1.0,South
80,2020-03-21,RKL60TV16U,BLR,3 Star,Inv,5.0,1.8,South
81,2020-03-21,RKM50TV16VC,BLR,5 Star,Inv,5.0,1.5,South
82,2020-03-21,RKL71TV16T,SBD,3 Star,Inv,15.0,2.2,South
83,2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,5.0,1.8,South
84,2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,1.0,1.8,South
85,2020-03-21,RL50TV16U2,SBD,3 Star,Non Inv,10.0,1.5,South
86,2020-03-21,RKG60TV16U,SBD,5 Star,Inv,3.0,1.8,South
87,2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,2.0,1.8,South
88,2020-03-21,RKG50TV16U,SBD,5 Star,Inv,38.0,1.5,South
89,2020-03-21,RKG35TV16W,COK,5 Star,Inv,5.0,1.0,South
90,2020-03-21,RL50TV16V3,SBD,3 Star,Non Inv,30.0,1.5,South
91,2020-03-21,RL50TV16V3,SBD,3 Star,Non Inv,10.0,1.5,South
92,2020-03-21,RKL71TV16T,SBD1,3 Star,Inv,3.0,2.2,South
93,2020-03-21,RKJ50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
94,2020-03-21,RKG50TV16U,SBD1,5 Star,Inv,3.0,1.5,South
95,2020-03-21,RKL71TV16T,SBD1,3 Star,Inv,1.0,2.2,South
96,2020-03-21,RQ60TV16U2,SBD1,2 Star,Non Inv,2.0,1.8,South
97,2020-03-21,RKG50TV16U,SBD1,5 Star,Inv,2.0,1.5,South
98,2020-03-21,RKM50TV16VC,SBD,5 Star,Inv,120.0,1.5,South
99,2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
100,2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,1.0,1.8,South
101,2020-03-21,RKT50TV16V,MAA,3 Star,Inv,2.0,1.5,South
102,2020-03-21,RL35TV16W1,SBD,3 Star,Non Inv,5.0,1.0,South
103,2020-03-21,RKL50TV16V,SBD,3 Star,Inv,5.0,1.5,South
104,2020-03-21,RKJ50TV16U,SBD,5 Star,Inv,4.0,1.5,South
105,2020-03-21,RKJ60TV16U,SBD,5 Star,Inv,2.0,1.8,South
106,2020-03-21,RKP50TV16U,SBD,4 Star,Inv,3.0,1.5,South
107,2020-03-21,RL28TV16X2,SBD,3 Star,Non Inv,2.0,0.8,South
108,2020-03-21,RL50TV16U2,SBD,3 Star,Non Inv,5.0,1.5,South
109,2020-03-21,RQ60TV16U2,SBD,2 Star,Non Inv,2.0,1.8,South
110,2020-03-21,RKG60TV16U,SBD,5 Star,Inv,3.0,1.8,South
111,2020-03-21,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
112,2020-03-21,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
113,2020-03-21,RKG35TV16W,MAA,5 Star,Inv,4.0,1.0,South
114,2020-03-21,RL28TV16X2,COK,3 Star,Non Inv,1.0,0.8,South
115,2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,5.0,1.8,South
116,2020-03-21,RLG35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
117,2020-03-21,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
118,2020-03-21,RKG35TV16W,MAA,5 Star,Inv,3.0,1.0,South
119,2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
120,2020-03-20,RKT50TV16V,BLR,3 Star,Inv,2.0,1.5,South
121,2020-03-20,RKL60TV16U,BLR,3 Star,Inv,2.0,1.8,South
122,2020-03-20,RKR50TV16U,BLR,5 Star,Inv,1.0,1.5,South
123,2020-03-20,RKG50TV16U,BLR,5 Star,Inv,1.0,1.5,South
124,2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,1.0,0.8,South
125,2020-03-20,RKG50TV16U,COK,5 Star,Inv,1.0,1.5,South
126,2020-03-20,RKG50TV16U,COK,5 Star,Inv,3.0,1.5,South
127,2020-03-20,RKL35TV16W,COK,3 Star,Inv,2.0,1.0,South
128,2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,5.0,1.8,South
129,2020-03-20,RKG50TV16U,MAA,5 Star,Inv,2.0,1.5,South
130,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,4.0,1.0,South
131,2020-03-20,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
132,2020-03-20,RKLG50TV16V,MAA,3 Star,Inv,2.0,1.5,South
133,2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,6.0,1.8,South
134,2020-03-20,RKL35TV16W,BLR,3 Star,Inv,1.0,1.0,South
135,2020-03-20,RKL60TV16U,BLR,3 Star,Inv,6.0,1.8,South
136,2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,1.0,0.8,South
137,2020-03-20,RKL35TV16W,BLR,3 Star,Inv,2.0,1.0,South
138,2020-03-20,RKL50TV16V,MAA,3 Star,Inv,11.0,1.5,South
139,2020-03-20,RKT35TV16W,COK,3 Star,Inv,2.0,1.0,South
140,2020-03-20,RKT35TV16W,COK,3 Star,Inv,1.0,1.0,South
141,2020-03-20,RL35TV16W1,COK,3 Star,Non Inv,5.0,1.0,South
142,2020-03-20,RKL35TV16W,COK,3 Star,Inv,15.0,1.0,South
143,2020-03-20,RL50TV16U3B,COK,3 Star,Non Inv,7.0,1.5,South
144,2020-03-20,RKL35TV16W,COK,3 Star,Inv,25.0,1.0,South
145,2020-03-20,RKG50TV16U,COK,5 Star,Inv,2.0,1.5,South
146,2020-03-20,RL28TV16X2,COK,3 Star,Non Inv,3.0,0.8,South
147,2020-03-20,RHT35TV16X,MAA,3 Star,Inv,1.5,1.0,South
148,2020-03-20,RQ90ARV16,MAA,2 Star,Non Inv,1.0,2.2,South
149,2020-03-20,RKG50TV16U,MAA,5 Star,Inv,27.0,1.5,South
150,2020-03-20,RKF35TV16U,MAA,5 Star,Inv,5.0,1.0,South
151,2020-03-20,RL28TV16X2,MAA,3 Star,Non Inv,11.0,0.8,South
152,2020-03-20,RKL35TV16W,MAA,3 Star,Inv,13.0,1.0,South
153,2020-03-20,RL50TV16U2AB,MAA,3 Star,Non Inv,1.0,1.5,South
154,2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,2.0,1.8,South
155,2020-03-20,RKG35TV16W,MAA,5 Star,Inv,1.0,1.0,South
156,2020-03-20,RKL60TV16U,BLR,3 Star,Inv,1.0,1.8,South
157,2020-03-20,RL50TV16U2,BLR,3 Star,Non Inv,5.0,1.5,South
158,2020-03-20,RQ60TV16U2,BLR,2 Star,Non Inv,5.0,1.8,South
159,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
160,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
161,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
162,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,120.0,1.5,South
163,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
164,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
165,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,30.0,1.5,South
166,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
167,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
168,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,40.0,1.5,South
169,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
170,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
171,2020-03-20,RQ60TV16U2,MAA,2 Star,Non Inv,25.0,1.8,South
172,2020-03-20,RKT35TV16W,COK,3 Star,Inv,3.0,1.0,South
173,2020-03-20,RKT50TV16V,COK,3 Star,Inv,1.0,1.5,South
174,2020-03-20,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
175,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
176,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,2.0,1.0,South
177,2020-03-20,RL28TV16X2,BLR,3 Star,Non Inv,3.0,0.8,South
178,2020-03-20,RKG35TV16W,BLR,5 Star,Inv,2.0,1.0,South
179,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
180,2020-03-20,RKG60TV16U,COK,5 Star,Inv,3.0,1.8,South
181,2020-03-20,RKT35TV16W,COK,3 Star,Inv,16.0,1.0,South
182,2020-03-20,RKG35TV16W,COK,5 Star,Inv,5.0,1.0,South
183,2020-03-20,RL28TV16X2,COK,3 Star,Non Inv,15.0,0.8,South
184,2020-03-20,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
185,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,50.0,1.5,South
186,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,10.0,1.5,South
187,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,15.0,1.5,South
188,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,9.0,1.5,South
189,2020-03-20,RKG35TV16W,SBD1,5 Star,Inv,1.0,1.0,South
190,2020-03-20,RQ60TV16U2,SBD1,2 Star,Non Inv,1.0,1.8,South
191,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,15.0,1.5,South
192,2020-03-20,RQ60TV16U2,COK,2 Star,Non Inv,5.0,1.8,South
193,2020-03-20,RL50TV16U2AB,COK,3 Star,Non Inv,1.0,1.5,South
194,2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,10.0,1.5,South
195,2020-03-20,RL28TV16X2,SBD,3 Star,Non Inv,1.0,0.8,South
196,2020-03-20,RL50TV16U2AB,SBD,3 Star,Non Inv,20.0,1.5,South
197,2020-03-20,RKG35TV16W,COK,5 Star,Inv,2.0,1.0,South
198,2020-03-20,RKL35TV16W,MAA,3 Star,Inv,5.0,1.0,South
199,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,8.0,1.0,South
200,2020-03-20,RKJ35TV16U,MAA,5 Star,Inv,5.0,1.0,South
201,2020-03-20,RKL35TV16W,COK,3 Star,Inv,1.0,1.0,South
202,2020-03-20,RKG35TV16W,COK,5 Star,Inv,7.0,1.0,South
203,2020-03-20,RKG50TV16U,COK,5 Star,Inv,3.0,1.5,South
204,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,50.0,1.5,South
205,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,50.0,1.5,South
206,2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,3.0,1.5,South
207,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,5.0,1.5,South
208,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,2.0,1.5,South
209,2020-03-20,RL50TV16U3B,SBD,3 Star,Non Inv,15.0,1.5,South
210,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,25.0,1.5,South
211,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,12.0,1.5,South
212,2020-03-20,RL50TV16U2,SBD,3 Star,Non Inv,6.0,1.5,South
213,2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,50.0,1.5,South
214,2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,60.0,1.5,South
215,2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,50.0,1.5,South
216,2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,22.0,1.5,South
217,2020-03-20,RL50TV16V3,SBD,3 Star,Non Inv,17.0,1.5,South
218,2020-03-20,RKL50TV16V,SBD1,3 Star,Inv,4.0,1.5,South
219,2020-03-20,RKG50TV16U,SBD1,5 Star,Inv,4.0,1.5,South
220,2020-03-20,RL35TV16W1,MAA,3 Star,Non Inv,1.0,1.0,South
221,2020-03-20,RL50TV16U3B,MAA,3 Star,Non Inv,1.0,1.5,South
222,2020-03-20,RL50TV16V2,SBD,3 Star,Non Inv,2.0,1.5,South
223,2020-03-20,RKT50TV16V,SBD,3 Star,Inv,6.0,1.5,South
224,2020-03-20,RKL71TV16T,SBD,3 Star,Inv,4.0,2.2,South
225,2020-03-20,RKG50TV16U,SBD,5 Star,Inv,3.0,1.5,South
226,2020-03-20,RKJ50TV16U,COK,5 Star,Inv,1.0,1.5,South
227,2020-03-20,RKG35TV16W,COK,5 Star,Inv,2.0,1.0,South
228,2020-03-20,RKL50TV16VC,MAA,3 Star,Inv,1.0,1.5,South
229,2020-03-20,RKG50TV16U,MAA,5 Star,Inv,1.0,1.5,South
230,2020-03-20,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
231,2020-03-19,RKLG35TV16X,MAA,3 Star,Inv,5.0,1.0,South
232,2020-03-19,RKLG50TV16V,MAA,3 Star,Inv,20.0,1.5,South
233,2020-03-19,RL35TV16W1,MAA,3 Star,Non Inv,10.0,1.0,South
234,2020-03-19,RKL60TV16U,MAA,3 Star,Inv,4.0,1.8,South
235,2020-03-19,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
236,2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,1.0,1.8,South
237,2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,2.0,1.8,South
238,2020-03-19,RL50TV16U2AB,MAA,3 Star,Non Inv,15.0,1.5,South
239,2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
240,2020-03-19,RKL35TV16X,COK,3 Star,Inv,1.0,1.0,South
241,2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,2.0,1.5,South
242,2020-03-19,RKL71TV16T,BLR,3 Star,Inv,2.0,2.2,South
243,2020-03-19,RL50TV16V3,BLR,3 Star,Non Inv,10.0,1.5,South
244,2020-03-19,RQ60TV16U2,BLR,2 Star,Non Inv,5.0,1.8,South
245,2020-03-19,RL35TV16W1,BLR,3 Star,Non Inv,3.0,1.0,South
246,2020-03-19,RKL50TV16V,MAA,3 Star,Inv,0.5,1.5,South
247,2020-03-19,RKL60TV16U,MAA,3 Star,Inv,1.0,1.8,South
248,2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,2.0,0.8,South
249,2020-03-19,RKT50TV16V,COK,3 Star,Inv,1.0,1.5,South
250,2020-03-19,RKP60TV16U,SBD,4 Star,Inv,5.0,1.8,South
251,2020-03-19,RL50TV16U3B,SBD1,3 Star,Non Inv,2.5,1.5,South
252,2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,1.0,1.8,South
253,2020-03-19,RKT50TV16V,BLR,3 Star,Inv,10.0,1.5,South
254,2020-03-19,RKL71TV16T,BLR,3 Star,Inv,5.0,2.2,South
255,2020-03-19,RKL60TV16U,BLR,3 Star,Inv,10.0,1.8,South
256,2020-03-19,RL28TV16X2,BLR,3 Star,Non Inv,5.0,0.8,South
257,2020-03-19,RKLG35TV16X,BLR,3 Star,Inv,10.0,1.0,South
258,2020-03-19,RKL60TV16U,SBD,3 Star,Inv,1.0,1.8,South
259,2020-03-19,RKG35TV16W,BLR,5 Star,Inv,8.0,1.0,South
260,2020-03-19,RKG50TV16U,BLR,5 Star,Inv,18.0,1.5,South
261,2020-03-19,RKG60TV16U,BLR,5 Star,Inv,5.0,1.8,South
262,2020-03-19,RKJ35TV16U,SBD,5 Star,Inv,3.0,1.0,South
263,2020-03-19,RKJ35TV16U,SBD,5 Star,Inv,1.0,1.0,South
264,2020-03-19,RKF50TV16U,SBD,5 Star,Inv,15.0,1.5,South
265,2020-03-19,RKF50TV16U,SBD,5 Star,Inv,30.0,1.5,South
266,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
267,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,50.0,1.5,South
268,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,30.0,1.5,South
269,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,20.0,1.5,South
270,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,60.0,1.5,South
271,2020-03-19,RKG50TV16U,SBD,5 Star,Inv,40.0,1.5,South
272,2020-03-19,RKF50TV16U,SBD,5 Star,Inv,50.0,1.5,South
273,2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,50.0,1.0,South
274,2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,50.0,1.0,South
275,2020-03-19,RLG35TV16W1,MAA,3 Star,Non Inv,25.0,1.0,South
276,2020-03-19,RLG50TV16V3,MAA,3 Star,Non Inv,30.0,1.5,South
277,2020-03-19,RKL35TV16X,MAA,3 Star,Inv,3.0,1.0,South
278,2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,3.0,1.0,South
279,2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,2.0,1.5,South
280,2020-03-19,RL35TV16W1,MAA,3 Star,Non Inv,3.0,1.0,South
281,2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,11.0,0.8,South
282,2020-03-19,RL50TV16U2,MAA,3 Star,Non Inv,5.0,1.5,South
283,2020-03-19,RL50TV16U2,MAA,3 Star,Non Inv,1.0,1.5,South
284,2020-03-19,RKL71TV16T,MAA,3 Star,Inv,1.0,2.2,South
285,2020-03-19,RL35TV16W1,BLR,3 Star,Non Inv,10.0,1.0,South
286,2020-03-19,RKL60TV16U,BLR,3 Star,Inv,5.0,1.8,South
287,2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
288,2020-03-19,RKG60TV16U,COK,5 Star,Inv,1.0,1.8,South
289,2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,8.0,1.0,South
290,2020-03-19,RKF50TV16U,COK,5 Star,Inv,1.0,1.5,South
291,2020-03-19,RKL71TV16T,COK,3 Star,Inv,6.0,2.2,South
292,2020-03-19,RKG60TV16U,COK,5 Star,Inv,5.0,1.8,South
293,2020-03-19,RKG50TV16U,COK,5 Star,Inv,4.0,1.5,South
294,2020-03-19,RL50TV16U2AB,COK,3 Star,Non Inv,5.0,1.5,South
295,2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,3.0,0.8,South
296,2020-03-19,RKL35TV16X,COK,3 Star,Inv,3.0,1.0,South
297,2020-03-19,RKT35TV16W,COK,3 Star,Inv,14.0,1.0,South
298,2020-03-19,RL28TV16X2,COK,3 Star,Non Inv,10.0,0.8,South
299,2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,10.0,1.0,South
300,2020-03-19,RKL60TV16U,COK,3 Star,Inv,1.0,1.8,South
301,2020-03-19,RKJ50TV16U,MAA,5 Star,Inv,1.0,1.5,South
302,2020-03-19,RKJ60TV16U,MAA,5 Star,Inv,2.0,1.8,South
303,2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
304,2020-03-19,RL35TV16W1,SBD,3 Star,Non Inv,5.0,1.0,South
305,2020-03-19,RQ60TV16U2,SBD,2 Star,Non Inv,5.0,1.8,South
306,2020-03-19,RKL71TV16T,SBD1,3 Star,Inv,1.0,2.2,South
307,2020-03-19,RKM50TV16VC,SBD1,5 Star,Inv,5.0,1.5,South
308,2020-03-19,RLG50TV16V3,MAA,3 Star,Non Inv,15.0,1.5,South
309,2020-03-19,RKR60TV16U,COK,5 Star,Inv,1.0,1.8,South
310,2020-03-19,RKG50TV16U,COK,5 Star,Inv,4.0,1.5,South
311,2020-03-19,RKG35TV16W,COK,5 Star,Inv,1.0,1.0,South
312,2020-03-19,RKJ35TV16U,BLR,5 Star,Inv,18.0,1.0,South
313,2020-03-19,RKG35TV16W,BLR,5 Star,Inv,20.0,1.0,South
314,2020-03-19,RKG50TV16U,BLR,5 Star,Inv,10.0,1.5,South
315,2020-03-19,RKT50TV16V,BLR,3 Star,Inv,15.0,1.5,South
316,2020-03-19,RL28TV16X2,SBD1,3 Star,Non Inv,12.0,0.8,South
317,2020-03-19,RKJ60TV16U,SBD,5 Star,Inv,1.0,1.8,South
318,2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,1.0,0.8,South
319,2020-03-19,RL50TV16U2AB,MAA,3 Star,Non Inv,29.0,1.5,South
320,2020-03-19,RKL35TV16W,SBD,3 Star,Inv,5.0,1.0,South
321,2020-03-19,RKT35TV16W,SBD,3 Star,Inv,5.0,1.0,South
322,2020-03-19,RKG35TV16W,SBD,5 Star,Inv,5.0,1.0,South
323,2020-03-19,RL50TV16U2,SBD1,3 Star,Non Inv,1.5,1.5,South
324,2020-03-19,RKJ35TV16U,MAA,5 Star,Inv,1.0,1.0,South
325,2020-03-19,RL28TV16X2,MAA,3 Star,Non Inv,5.0,0.8,South
326,2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,4.0,1.0,South
327,2020-03-19,RQ60TV16U2,COK,2 Star,Non Inv,3.0,1.8,South
328,2020-03-19,RL35TV16W1,COK,3 Star,Non Inv,7.0,1.0,South
329,2020-03-18,RKG50TV16U,SBD1,5 Star,Inv,5.0,1.5,South
330,2020-03-18,RKL50TV16VC,MAA,3 Star,Inv,19.0,1.5,South
