Date,Branch,forecast
2025-10-13,SBD,1.6276744162118777
2025-10-13,SBD1,0.9898268912785734
2025-10-20,BLR,84.9449457711224
2025-10-20,COK,251.56119583640378
2025-10-20,MAA,501.8373648922318
2025-10-20,SBD,447.4502810555731
2025-10-20,SBD1,444.9725238809366
2025-10-27,BLR,0.9898268912785734
2025-10-27,COK,0.9898268912785734
2025-10-27,MAA,2.0428435857686726
2025-10-27,SBD,1.6276744162118777
2025-10-27,SBD1,0.9898268912785734
2025-11-03,BLR,151.57738882684362
2025-11-03,COK,362.17146015424004
2025-11-03,MAA,462.78328500534366
2025-11-03,SBD,566.4166148895919
2025-11-03,SBD1,439.9406142803709
2025-11-10,BLR,0.9898268912785734
2025-11-10,COK,0.9898268912785734
2025-11-10,MAA,2.0428435857686726
2025-11-10,SBD,1.6276744162118777
2025-11-10,SBD1,0.9898268912785734
2025-11-17,BLR,152.865004894382
2025-11-17,COK,448.03171763755034
2025-11-17,MAA,473.1088106268504
2025-11-17,SBD,570.2309239716899
2025-11-17,SBD1,523.0161265458465
2025-11-24,BLR,0.9898268912785734
2025-11-24,COK,0.9898268912785734
2025-11-24,MAA,2.0428435857686726
2025-11-24,SBD,1.6276744162118777
2025-11-24,SBD1,0.9898268912785734
2025-12-01,BLR,620.5705447181035
2025-12-01,COK,684.6446454739022
2025-12-01,MAA,529.9166303352747
2025-12-01,SBD,576.125702779485
2025-12-01,SBD1,596.3339752371172
2025-12-08,BLR,0.9898268912785734
2025-12-08,COK,0.9898268912785734
2025-12-08,MAA,2.0428435857686726
2025-12-08,SBD,1.6276744162118777
2025-12-08,SBD1,0.9898268912785734
2025-12-15,BLR,1433.2990088904974
2025-12-15,COK,948.4640702198254
2025-12-15,MAA,920.5837793076827
2025-12-15,SBD,883.5191914414407
2025-12-15,SBD1,904.5038603122283
2025-12-22,BLR,4.27675682479868
2025-12-22,COK,4.27675682479868
2025-12-22,MAA,33.9172583721819
2025-12-22,SBD,33.50208920262511
2025-12-22,SBD1,4.27675682479868
2025-12-29,BLR,940.8025806004509
2025-12-29,COK,655.3948774467448
2025-12-29,MAA,860.7076078377404
2025-12-29,SBD,818.683070149831
2025-12-29,SBD1,790.1092879075687
2026-01-05,BLR,5.22788022313165
2026-01-05,COK,1.7994129436400161
2026-01-05,MAA,2.852429638130116
2026-01-05,SBD,2.4372604685733212
2026-01-05,SBD1,1.7994129436400161
2026-01-12,BLR,204.47872488242706
2026-01-12,COK,737.4819842336478
2026-01-12,MAA,1195.684782962365
2026-01-12,SBD,613.0867663665649
2026-01-12,SBD1,1043.1650832661521
2026-01-19,BLR,1.7994129436400161
2026-01-19,COK,1.7994129436400161
2026-01-19,MAA,46.40616925847275
2026-01-19,SBD,45.99100008891596
2026-01-19,SBD1,1.7994129436400161
2026-01-26,BLR,724.7177722589081
2026-01-26,COK,895.154083261555
2026-01-26,MAA,1386.950079755231
2026-01-26,SBD,957.0757572302308
2026-01-26,SBD1,1328.4604797419333
2026-02-02,BLR,1.7994129436400161
2026-02-02,COK,1.7994129436400161
2026-02-02,MAA,15.398189836333657
2026-02-02,SBD,2.4372604685733212
2026-02-02,SBD1,5.22788022313165
2026-02-09,BLR,565.7335040637188
2026-02-09,COK,1004.884173414796
2026-02-09,MAA,1445.3969294368685
2026-02-09,SBD,1058.8095947376864
2026-02-09,SBD1,1426.6235942606254
2026-02-16,BLR,1.7994129436400161
2026-02-16,COK,1.7994129436400161
2026-02-16,MAA,96.6371621820211
2026-02-16,SBD,83.67623281426077
2026-02-16,SBD1,14.345173141843555
2026-02-23,BLR,1033.8833182809078
2026-02-23,COK,1487.9469506220405
2026-02-23,MAA,1592.1371075999723
2026-02-23,SBD,1525.027010846989
2026-02-23,SBD1,1590.3473277103196
2026-03-02,BLR,1.7994129436400161
2026-03-02,COK,14.345173141843555
2026-03-02,MAA,11.399605573180198
2026-03-02,SBD,14.983020666776861
2026-03-02,SBD1,14.345173141843555
2026-03-09,BLR,1211.4664876522415
2026-03-09,COK,1654.5285576838764
2026-03-09,MAA,1594.9940433226238
2026-03-09,SBD,1600.60203250832
2026-03-09,SBD1,1497.5870090325536
2026-03-16,BLR,1.7994129436400161
2026-03-16,COK,14.345173141843555
2026-03-16,MAA,83.96804078679949
2026-03-16,SBD,78.3715323808581
2026-03-16,SBD1,17.155373064484735
2026-03-23,BLR,807.46719362227
2026-03-23,COK,1279.9952442957283
2026-03-23,MAA,1573.0916373696969
2026-03-23,SBD,1414.123313920956
2026-03-23,SBD1,1414.113859024371
2026-03-30,BLR,1.3584778628658443
2026-03-30,COK,16.714437983710564
2026-03-30,MAA,11.02876847774054
2026-03-30,SBD,10.543501322849233
2026-03-30,SBD1,16.714437983710564
2026-04-06,BLR,1119.0194797040306
2026-04-06,COK,1445.7338985167266
2026-04-06,MAA,1517.6307522169748
2026-04-06,SBD,1436.2291047156568
2026-04-06,SBD1,1443.0312157264627
2026-04-13,BLR,1.3584778628658443
2026-04-13,COK,16.714437983710564
2026-04-13,MAA,78.34576646964074
2026-04-13,SBD,82.73504394211213
2026-04-13,SBD1,16.714437983710564
2026-04-20,BLR,1008.7002623299907
2026-04-20,COK,1060.121361025365
2026-04-20,MAA,1542.7391535188865
2026-04-20,SBD,1445.3805950594033
2026-04-20,SBD1,1425.0118275234022
2026-04-27,BLR,1.3584778628658443
2026-04-27,COK,16.714437983710564
2026-04-27,MAA,17.837552663535174
2026-04-27,SBD,17.42238349397838
2026-04-27,SBD1,16.714437983710564
2026-05-04,BLR,1116.0825530945406
2026-05-04,COK,1249.9811571056405
2026-05-04,MAA,1387.798716877397
2026-05-04,SBD,1242.161900187396
2026-05-04,SBD1,1254.8534297879416
2026-05-11,BLR,1.1855474470471856
2026-05-11,COK,7.424214649179988
2026-05-11,MAA,82.97728269585023
2026-05-11,SBD,84.5664510700599
2026-05-11,SBD1,16.541507567891905
2026-05-18,BLR,362.7500817939396
2026-05-18,COK,379.70942195224137
2026-05-18,MAA,481.880399012646
2026-05-18,SBD,385.4041140426208
2026-05-18,SBD1,558.3894023853945
2026-05-25,BLR,1.1855474470471856
2026-05-25,COK,3.995747369688355
2026-05-25,MAA,5.048764064178456
2026-05-25,SBD,4.633594894621661
2026-05-25,SBD1,3.995747369688355
2026-06-01,BLR,312.9299814594704
2026-06-01,COK,210.0678044087458
2026-06-01,MAA,575.0226774650725
2026-06-01,SBD,383.6447899890799
2026-06-01,SBD1,600.9249663605101
2026-06-08,BLR,0.9898268912785734
2026-06-08,COK,2.315356971677269
2026-06-08,MAA,45.81158757774237
2026-06-08,SBD,45.39641840818558
2026-06-08,SBD1,3.800026813919743
2026-06-15,BLR,120.64716352440966
2026-06-15,COK,268.6528543560871
2026-06-15,MAA,534.2488219590086
2026-06-15,SBD,318.4557716892117
2026-06-15,SBD1,218.10887740757394
2026-06-22,BLR,0.9898268912785734
2026-06-22,COK,0.9898268912785734
2026-06-22,MAA,2.0428435857686726
2026-06-22,SBD,1.6276744162118777
2026-06-22,SBD1,0.9898268912785734
2026-06-29,BLR,316.76620563169234
2026-06-29,COK,367.81542535942583
2026-06-29,MAA,649.5241847201953
2026-06-29,SBD,536.181044800354
2026-06-29,SBD1,428.14471668172155
